Unnamed: 0,latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.admissions.sat_scores.25th_percentile.critical_reading,latest.admissions.sat_scores.25th_percentile.math,latest.admissions.sat_scores.75th_percentile.critical_reading,latest.admissions.sat_scores.75th_percentile.math,latest.admissions.sat_scores.average.overall,latest.admissions.act_scores.25th_percentile.cumulative,latest.admissions.act_scores.75th_percentile.cumulative,latest.admissions.act_scores.midpoint.cumulative,school.name,school.degrees_awarded.predominant,school.degrees_awarded.highest
911,51981.0,38900.0,38900.0,490.0,460.0,620.0,600.0,1117.0,19.0,26.0,23.0,Olivet Nazarene University,Predominantly bachelor's-degree,Graduate
912,14995.0,4284.0,13266.0,,,,,,,,,Parkland College,Predominantly certificate-degree,Associate's
913,13908.0,4176.0,11064.0,,,,,,,,,Prairie State College,Predominantly certificate-degree,Associate's
916,50091.0,37140.0,37140.0,490.0,510.0,600.0,600.0,1098.0,20.0,25.0,24.0,Quincy University,Predominantly bachelor's-degree,Graduate
917,16731.0,4500.0,7800.0,,,,,,,,,Rend Lake College,Predominantly certificate-degree,Associate's
918,11483.0,4680.0,17070.0,,,,,,,,,Richland Community College,Predominantly certificate-degree,Associate's
919,11920.0,4334.0,7379.0,,,,,,,,,Rock Valley College,Predominantly associate's-degree,Associate's
920,49169.0,37780.0,37780.0,450.0,400.0,535.0,535.0,956.0,17.0,23.0,21.0,Rockford University,Predominantly bachelor's-degree,Graduate
921,35332.0,21315.0,21315.0,465.0,430.0,600.0,575.0,1011.0,18.0,26.0,24.0,Roosevelt University,Predominantly bachelor's-degree,Graduate
922,43891.0,38978.0,38978.0,460.0,420.0,560.0,540.0,1002.0,16.0,26.0,25.0,Dominican University,Predominantly bachelor's-degree,Graduate
925,46239.0,38110.0,38110.0,520.0,510.0,610.0,610.0,1141.0,20.0,32.0,23.0,University of St Francis,Predominantly bachelor's-degree,Graduate
927,43244.0,37940.0,37940.0,,,,,,,,,Saint Xavier University,Predominantly bachelor's-degree,Graduate
928,25521.0,12252.0,22017.0,480.0,460.0,610.0,590.0,1102.0,21.0,27.0,24.0,University of Illinois Springfield,Predominantly bachelor's-degree,Graduate
929,15273.0,5340.0,12900.0,,,,,,,,,Sauk Valley Community College,Predominantly certificate-degree,Associate's
930,13497.0,4650.0,7500.0,,,,,,,,,Shawnee Community College,Predominantly certificate-degree,Associate's
931,23043.0,13688.0,13688.0,,,,,,,,,St. Augustine College,Predominantly associate's-degree,Bachelor's
933,16113.0,4560.0,6780.0,,,,,,,,,Southeastern Illinois College,Predominantly certificate-degree,Associate's
935,12217.0,6090.0,13500.0,,,,,,,,,Spoon River College,Predominantly certificate-degree,Associate's
938,28329.0,13334.0,13334.0,470.0,430.0,590.0,570.0,1055.0,18.0,25.0,24.0,Southern Illinois University-Carbondale,Predominantly bachelor's-degree,Graduate
939,28919.0,12922.0,12922.0,490.0,460.0,600.0,590.0,1100.0,20.0,27.0,23.0,Southern Illinois University Edwardsville,Predominantly bachelor's-degree,Graduate
940,22775.0,12000.0,12000.0,,,,,,,,,Taylor Business Institute,Predominantly associate's-degree,Associate's
941,23300.0,15000.0,15000.0,,,,,,,,,Telshe Yeshiva-Chicago,Predominantly bachelor's-degree,Bachelor's
942,10834.0,5093.0,12683.0,,,,,,,,,South Suburban College,Predominantly associate's-degree,Associate's
943,35012.0,20605.0,20605.0,510.0,540.0,660.0,660.0,1157.0,20.0,25.0,24.0,Trinity Christian College,Predominantly bachelor's-degree,Graduate
944,16515.0,12320.0,12320.0,,,,,,,,18.0,Trinity International University-Illinois,Predominantly bachelor's-degree,Graduate
945,12235.0,5070.0,15330.0,,,,,,,,,Triton College,Predominantly certificate-degree,Associate's
947,44613.0,30910.0,30910.0,,,,,,,,,VanderCook College of Music,Predominantly bachelor's-degree,Graduate
948,19336.0,3504.0,10477.0,,,,,,,,,Waubonsee Community College,Predominantly associate's-degree,Associate's
949,28254.0,15264.0,15264.0,,,,,,,,,Western Illinois University,Predominantly bachelor's-degree,Graduate
950,59263.0,45546.0,45546.0,650.0,610.0,740.0,730.0,1380.0,28.0,32.0,30.0,Wheaton College,Predominantly bachelor's-degree,Graduate
951,19288.0,3894.0,11874.0,,,,,,,,,William Rainey Harper College,Predominantly certificate-degree,Associate's
952,51585.0,37240.0,37240.0,450.0,450.0,580.0,570.0,1035.0,17.0,24.0,22.0,Anderson University,Predominantly bachelor's-degree,Graduate
953,26146.0,11082.0,29630.0,550.0,530.0,640.0,620.0,1160.0,20.0,24.0,24.0,Ball State University,Predominantly bachelor's-degree,Graduate
954,43885.0,34600.0,34600.0,460.0,440.0,580.0,570.0,1014.0,16.0,24.0,,Bethel University,Predominantly bachelor's-degree,Graduate
955,65970.0,47560.0,47560.0,590.0,570.0,680.0,670.0,1274.0,26.0,31.0,28.0,Butler University,Predominantly bachelor's-degree,Graduate
956,32968.0,23850.0,23850.0,,,,,,,,,Calumet College of Saint Joseph,Predominantly bachelor's-degree,Graduate
958,43083.0,10080.0,10080.0,,,,,,,,,College of Court Reporting Inc,Predominantly certificate-degree,Associate's
961,74320.0,59070.0,59070.0,600.0,600.0,690.0,720.0,1340.0,28.0,32.0,28.0,DePauw University,Predominantly bachelor's-degree,Bachelor's
963,67684.0,53930.0,53930.0,570.0,540.0,660.0,630.0,1219.0,24.0,33.0,28.0,Earlham College,Predominantly bachelor's-degree,Graduate
964,57451.0,44172.0,44172.0,,,,,,,,26.0,University of Evansville,Predominantly bachelor's-degree,Graduate
965,54178.0,38710.0,38710.0,540.0,520.0,620.0,620.0,1145.0,20.0,26.0,23.0,Franklin College,Predominantly bachelor's-degree,Graduate
966,48449.0,38890.0,38890.0,440.0,440.0,550.0,560.0,950.0,,,27.0,Goshen College,Predominantly bachelor's-degree,Graduate
967,41838.0,31200.0,31200.0,510.0,490.0,610.0,590.0,1119.0,21.0,27.0,23.0,Grace College and Theological Seminary,Predominantly bachelor's-degree,Graduate
968,58821.0,44638.0,44638.0,560.0,550.0,650.0,630.0,1201.0,23.0,29.0,28.0,Hanover College,Predominantly bachelor's-degree,Bachelor's
970,50881.0,36600.0,36600.0,,,,,,,,31.0,Holy Cross College,Predominantly bachelor's-degree,Bachelor's
972,42157.0,31870.0,31870.0,470.0,460.0,580.0,570.0,1052.0,18.0,26.0,22.0,Huntington University,Predominantly bachelor's-degree,Graduate
973,15370.0,5154.0,9935.0,,,,,,,,,Ivy Tech Community College,Predominantly certificate-degree,Associate's
974,22183.0,9532.0,22887.0,490.0,480.0,610.0,610.0,1100.0,22.0,29.0,23.0,Purdue University Fort Wayne,Predominantly bachelor's-degree,Graduate
975,23316.0,10762.0,34891.0,520.0,510.0,630.0,610.0,1139.0,21.0,29.0,25.0,Indiana University-Indianapolis,Predominantly bachelor's-degree,Graduate
976,52590.0,37200.0,37200.0,,,,,,,,,University of Indianapolis,Predominantly bachelor's-degree,Graduate
977,45879.0,31361.0,31361.0,,,,,,,,,Indiana Institute of Technology,Predominantly bachelor's-degree,Graduate
978,22383.0,10066.0,22907.0,520.0,510.0,620.0,620.0,1141.0,21.0,27.0,24.0,University of Southern Indiana,Predominantly certificate-degree,Graduate
979,24535.0,10258.0,22322.0,,,,,,,,,Indiana State University,Predominantly bachelor's-degree,Graduate
980,11837.0,8424.0,22811.0,490.0,470.0,580.0,570.0,1065.0,21.0,27.0,23.0,Indiana University-Kokomo,Predominantly bachelor's-degree,Graduate
981,17364.0,8424.0,22811.0,480.0,470.0,610.0,580.0,1081.0,21.0,23.0,21.0,Indiana University-South Bend,Predominantly bachelor's-degree,Graduate
982,28801.0,12144.0,41891.0,590.0,580.0,690.0,710.0,1313.0,27.0,33.0,29.0,Indiana University-Bloomington,Predominantly bachelor's-degree,Graduate
983,13989.0,8424.0,22811.0,460.0,450.0,600.0,580.0,1055.0,18.0,26.0,22.0,Indiana University-Northwest,Predominantly bachelor's-degree,Graduate
984,16411.0,8424.0,22811.0,490.0,480.0,610.0,570.0,1072.0,20.0,25.0,23.0,Indiana University-Southeast,Predominantly bachelor's-degree,Graduate
985,16954.0,8424.0,22811.0,490.0,470.0,600.0,570.0,1061.0,19.0,24.0,22.0,Indiana University-East,Predominantly bachelor's-degree,Graduate
986,23846.0,17170.0,17170.0,,,,,,,,,International Business College-Indianapolis,Predominantly associate's-degree,Associate's
990,49993.0,37135.0,37135.0,,,,,,,,,Manchester University,Predominantly bachelor's-degree,Graduate
991,56258.0,40664.0,40664.0,,,,,,,,,Marian University,Predominantly bachelor's-degree,Graduate
992,44776.0,32352.0,32352.0,480.0,480.0,600.0,580.0,1082.0,19.0,28.0,23.0,Indiana Wesleyan University-Marion,Predominantly bachelor's-degree,Graduate
993,23152.0,13200.0,13200.0,,,,,,,,,Martin University,Predominantly bachelor's-degree,Graduate
995,35453.0,19000.0,19000.0,,,,,,,,,Mid-America College of Funeral Service,Predominantly associate's-degree,Bachelor's
997,83271.0,65025.0,65025.0,720.0,735.0,770.0,790.0,1520.0,33.0,35.0,34.0,University of Notre Dame,Predominantly bachelor's-degree,Graduate
998,42441.0,27900.0,27900.0,,,,,,,,19.0,Oakland City University,Predominantly bachelor's-degree,Graduate
1002,77890.0,58649.0,58649.0,650.0,670.0,730.0,770.0,1427.0,29.0,34.0,31.0,Rose-Hulman Institute of Technology,Predominantly bachelor's-degree,Graduate
1003,47223.0,36460.0,36460.0,440.0,430.0,540.0,530.0,981.0,17.0,24.0,22.0,University of Saint Francis-Fort Wayne,Predominantly bachelor's-degree,Graduate
1004,49512.0,35270.0,35270.0,,,,,,,,20.0,Saint Mary-of-the-Woods College,Predominantly bachelor's-degree,Graduate
1005,66478.0,53230.0,53230.0,580.0,550.0,680.0,645.0,1246.0,26.0,30.0,26.0,Saint Mary's College,Predominantly bachelor's-degree,Graduate
1007,32407.0,20208.0,20208.0,,,,,,,,,Saint Elizabeth School of Nursing,Predominantly certificate-degree,Certificate
1008,53405.0,40490.0,40490.0,540.0,530.0,670.0,660.0,1220.0,24.0,31.0,,Taylor University,Predominantly bachelor's-degree,Graduate
1009,51109.0,36560.0,36560.0,,,,,,,,25.0,Trine University,Predominantly bachelor's-degree,Graduate
1010,58437.0,48450.0,48450.0,540.0,520.0,640.0,640.0,1178.0,23.0,31.0,,Valparaiso University,Predominantly bachelor's-degree,Graduate
1012,21310.0,7126.0,16858.0,,,,,,,,,Vincennes University,Predominantly certificate-degree,Bachelor's
1013,65144.0,50800.0,50800.0,520.0,540.0,620.0,650.0,1180.0,23.0,28.0,26.0,Wabash College,Predominantly bachelor's-degree,Bachelor's
1015,51493.0,36956.0,36956.0,,,,,,,,,Briar Cliff University,Predominantly bachelor's-degree,Graduate
1016,54222.0,41798.0,41798.0,,,,,1120.0,19.0,26.0,22.0,Buena Vista University,Predominantly bachelor's-degree,Graduate
1019,37773.0,20988.0,20988.0,528.0,528.0,560.0,560.0,1147.0,20.0,26.0,22.0,Central College,Predominantly bachelor's-degree,Bachelor's
1020,55782.0,40910.0,40910.0,430.0,470.0,570.0,590.0,1054.0,16.0,24.0,21.0,Clarke University,Predominantly bachelor's-degree,Graduate
1021,67372.0,54666.0,54666.0,540.0,530.0,640.0,650.0,1223.0,23.0,29.0,,Coe College,Predominantly bachelor's-degree,Bachelor's
1022,66249.0,52660.0,52660.0,575.0,545.0,655.0,630.0,1234.0,23.0,30.0,27.0,Cornell College,Predominantly bachelor's-degree,Graduate
1023,16204.0,5790.0,6690.0,,,,,,,,,Des Moines Area Community College,Predominantly certificate-degree,Associate's
1025,51733.0,37050.0,37050.0,540.0,530.0,670.0,660.0,1221.0,21.0,29.0,25.0,Dordt University,Predominantly bachelor's-degree,Graduate
1026,64835.0,52130.0,52130.0,580.0,530.0,680.0,670.0,1292.0,24.0,29.0,28.0,Drake University,Predominantly bachelor's-degree,Graduate
1027,53806.0,42095.0,42095.0,490.0,490.0,610.0,610.0,1110.0,18.0,24.0,,University of Dubuque,Predominantly bachelor's-degree,Graduate
1028,18804.0,5496.0,6504.0,,,,,,,,,Ellsworth Community College,Predominantly associate's-degree,Associate's
1029,30971.0,20800.0,20800.0,570.0,550.0,690.0,630.0,1161.0,21.0,30.0,22.0,Emmaus Bible College,Predominantly certificate-degree,Bachelor's
1030,19170.0,4848.0,6456.0,,,,,,,,,Eastern Iowa Community College District,Predominantly associate's-degree,Associate's
1031,32722.0,20270.0,20270.0,500.0,490.0,610.0,580.0,1109.0,19.0,26.0,24.0,Faith Baptist Bible College and Theological Seminary,Predominantly bachelor's-degree,Graduate
1032,48294.0,20950.0,20950.0,,,,,,,,20.0,Graceland University-Lamoni,Predominantly bachelor's-degree,Graduate
1033,48522.0,34762.0,34762.0,,,,,,,,20.0,Grand View University,Predominantly bachelor's-degree,Graduate
1034,83440.0,68106.0,68106.0,700.0,710.0,750.0,790.0,1486.0,31.0,34.0,32.0,Grinnell College,Predominantly bachelor's-degree,Bachelor's
1035,30641.0,15600.0,15600.0,,,,,,,,,Orion Technical College,Predominantly certificate-degree,Bachelor's
1036,14901.0,6525.0,6612.0,,,,,,,,,Hawkeye Community College,Predominantly associate's-degree,Associate's
1038,17791.0,5040.0,6120.0,,,,,,,,,Indian Hills Community College,Predominantly associate's-degree,Associate's
1039,15222.0,5496.0,7788.0,,,,,,,,,Iowa Central Community College,Predominantly associate's-degree,Associate's
1040,20120.0,7392.0,7872.0,,,,,,,,,Iowa Lakes Community College,Predominantly associate's-degree,Associate's
1043,24018.0,10787.0,28881.0,560.0,560.0,670.0,690.0,1204.0,21.0,28.0,25.0,Iowa State University,Predominantly bachelor's-degree,Graduate
1044,18978.0,6930.0,7080.0,,,,,,,,,Iowa Western Community College,Predominantly certificate-degree,Associate's
1045,28596.0,11283.0,33371.0,570.0,560.0,670.0,660.0,1200.0,21.0,28.0,26.0,University of Iowa,Predominantly bachelor's-degree,Graduate
1046,15579.0,6176.0,8220.0,,,,,,,,,Kirkwood Community College,Predominantly associate's-degree,Associate's
1051,50537.0,39824.0,39824.0,,,,,,,,,Loras College,Predominantly bachelor's-degree,Graduate
1052,65461.0,52120.0,52120.0,550.0,528.0,668.0,738.0,1218.0,22.0,29.0,26.0,Luther College,Predominantly bachelor's-degree,Bachelor's
1053,27892.0,16530.0,16530.0,,,,,,,,,Maharishi International University,Predominantly bachelor's-degree,Graduate
1054,14425.0,5496.0,6504.0,,,,,,,,,Marshalltown Community College,Predominantly certificate-degree,Associate's
1055,34398.0,17664.0,17664.0,,,,,980.0,16.0,21.0,20.0,Mercy College of Health Sciences,Predominantly bachelor's-degree,Bachelor's
1056,52577.0,39660.0,39660.0,,,,,,,,,Morningside University,Predominantly bachelor's-degree,Graduate
1057,55054.0,40878.0,40878.0,,,,,,,,,Mount Mercy University,Predominantly bachelor's-degree,Graduate
1058,37594.0,11960.0,11960.0,,,,,,,,,Ashford University,Predominantly bachelor's-degree,Graduate
1059,17040.0,6653.0,9551.0,,,,,,,,,North Iowa Area Community College,Predominantly associate's-degree,Associate's
1060,22278.0,9936.0,21712.0,520.0,500.0,650.0,630.0,1122.0,19.0,26.0,23.0,University of Northern Iowa,Predominantly bachelor's-degree,Graduate
1061,49783.0,36710.0,36710.0,,,,,,,,24.0,Northwestern College,Predominantly bachelor's-degree,Graduate
1062,17838.0,6780.0,7770.0,,,,,,,,,Northeast Iowa Community College,Predominantly associate's-degree,Associate's
1063,20414.0,7350.0,7650.0,,,,,,,,,Northwest Iowa Community College,Predominantly certificate-degree,Associate's
1067,51141.0,36658.0,36658.0,490.0,440.0,580.0,590.0,1093.0,20.0,25.0,24.0,Saint Ambrose University,Predominantly bachelor's-degree,Graduate
1068,27647.0,24175.0,24175.0,,,,,980.0,17.0,23.0,,St Luke's College,Predominantly associate's-degree,Bachelor's
1070,61227.0,47656.0,47656.0,,,,,1440.0,31.0,33.0,24.0,Simpson College,Predominantly bachelor's-degree,Graduate
1071,17371.0,6420.0,6570.0,,,,,,,,,Southeastern Community College,Predominantly certificate-degree,Associate's
1072,16951.0,8064.0,8316.0,,,,,,,,,Southwestern Community College,Predominantly associate's-degree,Associate's
1076,34022.0,19475.0,19475.0,,,,,1090.0,17.0,23.0,21.0,Upper Iowa University,Predominantly bachelor's-degree,Graduate
1077,39675.0,25978.0,25978.0,,,,,,,,,Waldorf University,Predominantly bachelor's-degree,Graduate
1078,64359.0,26250.0,26250.0,470.0,460.0,620.0,580.0,1136.0,21.0,27.0,23.0,Wartburg College,Predominantly bachelor's-degree,Graduate
1081,14894.0,5186.0,5330.0,,,,,,,,,Western Iowa Tech Community College,Predominantly certificate-degree,Associate's
1082,42874.0,29750.0,29750.0,450.0,430.0,570.0,540.0,984.0,16.0,22.0,19.0,William Penn University,Predominantly bachelor's-degree,Graduate
1083,14024.0,4260.0,4860.0,,,,,,,,,Allen County Community College,Predominantly associate's-degree,Associate's
1084,50918.0,35300.0,35300.0,,,,,,,,21.0,Baker University,Predominantly bachelor's-degree,Graduate
1085,15356.0,3680.0,4960.0,,,,,,,,,Barton County Community College,Predominantly associate's-degree,Associate's
1086,52206.0,36350.0,36350.0,570.0,570.0,690.0,690.0,1252.0,22.0,29.0,26.0,Benedictine College,Predominantly bachelor's-degree,Graduate
1087,53738.0,33000.0,33000.0,,,,,,,,20.0,Bethany College,Predominantly bachelor's-degree,Bachelor's
1088,52193.0,35014.0,35014.0,,,,,,,,22.0,Bethel College-North Newton,Predominantly bachelor's-degree,Bachelor's
1089,21295.0,3541.0,6271.0,,,,,,,,,Butler Community College,Predominantly associate's-degree,Associate's
1090,33327.0,21000.0,21000.0,,,,,,,,,Central Christian College of Kansas,Predominantly bachelor's-degree,Graduate
1091,17584.0,3540.0,4500.0,,,,,,,,,Cloud County Community College,Predominantly certificate-degree,Associate's
1092,11863.0,3600.0,4680.0,,,,,,,,,Coffeyville Community College,Predominantly associate's-degree,Associate's
1093,13160.0,4140.0,5830.0,,,,,,,,,Colby Community College,Predominantly certificate-degree,Associate's
1094,13534.0,4800.0,6600.0,,,,,,,,,Cowley County Community College,Predominantly certificate-degree,Associate's
1095,10189.0,4650.0,5850.0,,,,,,,,,Dodge City Community College,Predominantly certificate-degree,Associate's
1096,21659.0,10440.0,10440.0,,,,,,,,,Donnelly College,Predominantly associate's-degree,Bachelor's
1097,21967.0,7106.0,15419.0,,,,,1120.0,18.0,24.0,,Emporia State University,Predominantly bachelor's-degree,Graduate
1098,20965.0,6400.0,6400.0,,,,,,,,,Flint Hills Technical College,Predominantly certificate-degree,Associate's
1099,19909.0,5923.0,17741.0,500.0,470.0,580.0,560.0,1089.0,18.0,24.0,,Fort Hays State University,Predominantly bachelor's-degree,Graduate
1100,42890.0,24590.0,24590.0,,,,,,,,,Barclay College,Predominantly bachelor's-degree,Graduate
1101,50482.0,34192.0,34192.0,500.0,460.0,530.0,560.0,1080.0,15.0,28.0,21.0,Friends University,Predominantly bachelor's-degree,Graduate
1102,12669.0,3390.0,3840.0,,,,,,,,,Fort Scott Community College,Predominantly certificate-degree,Associate's
1103,15071.0,3690.0,4320.0,,,,,,,,,Garden City Community College,Predominantly certificate-degree,Associate's
1104,9581.0,600.0,600.0,,,,,,,,,Haskell Indian Nations University,Predominantly associate's-degree,Bachelor's
1106,47450.0,32936.0,32936.0,,,,,,,,,Hesston College,Predominantly associate's-degree,Bachelor's
1107,17914.0,4080.0,4080.0,,,,,,,,,Highland Community College,Predominantly certificate-degree,Associate's
1108,14858.0,3540.0,4770.0,,,,,,,,,Hutchinson Community College,Predominantly certificate-degree,Associate's
1109,8824.0,4560.0,4950.0,,,,,,,,,Independence Community College,Predominantly associate's-degree,Associate's
1110,19785.0,2424.0,5688.0,,,,,,,,,Johnson County Community College,Predominantly associate's-degree,Associate's
1112,19855.0,3210.0,6945.0,,,,,,,,,Kansas City Kansas Community College,Predominantly certificate-degree,Associate's
1113,20997.0,11720.0,11720.0,,,,,,,,,Kansas Christian College,Predominantly bachelor's-degree,Bachelor's
1114,26751.0,12102.0,30432.0,540.0,530.0,650.0,650.0,1190.0,20.0,28.0,25.0,University of Kansas,Predominantly bachelor's-degree,Graduate
1115,46489.0,35500.0,35500.0,,,,,,,,21.0,Newman University,Predominantly bachelor's-degree,Graduate
1117,27402.0,11221.0,28568.0,550.0,510.0,640.0,620.0,1151.0,20.0,27.0,,Kansas State University,Predominantly bachelor's-degree,Graduate
1118,47437.0,34630.0,34630.0,,,,,,,,,Kansas Wesleyan University,Predominantly bachelor's-degree,Graduate
1119,14251.0,8880.0,8880.0,,,,,,,,,Washburn Institute of Technology,Predominantly certificate-degree,Certificate
1120,13364.0,4064.0,4864.0,,,,,,,,,Labette Community College,Predominantly associate's-degree,Associate's
1121,19407.0,9844.0,9844.0,,,,,,,,,Manhattan Area Technical College,Predominantly certificate-degree,Associate's
1122,34466.0,19126.0,19126.0,,,,,1020.0,18.0,24.0,22.0,Manhattan Christian College,Predominantly bachelor's-degree,Bachelor's
1123,50611.0,37310.0,37310.0,470.0,490.0,620.0,580.0,1058.0,18.0,23.0,,McPherson College,Predominantly bachelor's-degree,Graduate
1124,57355.0,37174.0,37174.0,460.0,490.0,540.0,550.0,1048.0,17.0,23.0,20.0,MidAmerica Nazarene University,Predominantly bachelor's-degree,Graduate
1125,16790.0,5780.0,5780.0,,,,,,,,,Neosho County Community College,Predominantly certificate-degree,Associate's
1126,21454.0,7350.0,7350.0,,,,,,,,,Fort Hays Tech North Central,Predominantly certificate-degree,Associate's
1128,51856.0,35880.0,35880.0,420.0,330.0,500.0,500.0,1000.0,16.0,22.0,18.0,Ottawa University-Ottawa,Predominantly bachelor's-degree,Graduate
1130,22099.0,8400.0,19744.0,,,,,1050.0,17.0,24.0,21.0,Pittsburg State University,Predominantly associate's-degree,Graduate
1131,19780.0,4256.0,4936.0,,,,,,,,,Pratt Community College,Predominantly certificate-degree,Associate's
1132,48728.0,35380.0,35380.0,378.0,428.0,518.0,510.0,1029.0,17.0,24.0,,University of Saint Mary,Predominantly bachelor's-degree,Graduate
1133,14642.0,7128.0,7128.0,,,,,,,,,Salina Area Technical College,Predominantly certificate-degree,Associate's
1134,12629.0,4032.0,5408.0,,,,,,,,,Seward County Community College,Predominantly certificate-degree,Associate's
1135,58432.0,39822.0,39822.0,,,,,,,,19.0,Southwestern College,Predominantly bachelor's-degree,Graduate
1136,47185.0,33700.0,33700.0,,,,,,,,22.0,Sterling College,Predominantly bachelor's-degree,Graduate
1137,50350.0,36200.0,36200.0,,,,,,,,,Tabor College,Predominantly bachelor's-degree,Graduate
1138,21512.0,9945.0,20949.0,,,,,,,,,Washburn University,Predominantly bachelor's-degree,Graduate
1139,17592.0,7238.0,7238.0,,,,,,,,,Wichita State University-Campus of Applied Sciences and Technology,Predominantly certificate-degree,Associate's
1140,21780.0,9684.0,19869.0,470.0,435.0,610.0,630.0,1092.0,17.0,25.0,23.0,Wichita State University,Predominantly bachelor's-degree,Graduate
1142,31200.0,13960.0,13960.0,380.0,330.0,500.0,460.0,1015.0,16.0,22.0,20.0,Alice Lloyd College,Predominantly bachelor's-degree,Bachelor's
1143,47459.0,33640.0,33640.0,,,,,,,,,Asbury University,Predominantly bachelor's-degree,Graduate
1145,14374.0,4728.0,6432.0,,,,,,,,,Ashland Community and Technical College,Predominantly certificate-degree,Associate's
1146,61691.0,48770.0,48770.0,510.0,520.0,630.0,620.0,1210.0,23.0,28.0,24.0,Bellarmine University,Predominantly bachelor's-degree,Graduate
1147,60718.0,51658.0,51658.0,588.0,568.0,680.0,655.0,1249.0,23.0,28.0,26.0,Berea College,Predominantly bachelor's-degree,Bachelor's
1149,13993.0,4728.0,6432.0,,,,,,,,,Southcentral Kentucky Community and Technical College,Predominantly certificate-degree,Associate's
1150,44328.0,31550.0,31550.0,,,,,,,,22.0,Brescia University,Predominantly bachelor's-degree,Graduate
1151,42603.0,27998.0,27998.0,,,,,,,,,Campbellsville University,Predominantly bachelor's-degree,Graduate
1152,13902.0,4808.0,6512.0,,,,,,,,,Bluegrass Community and Technical College,Predominantly certificate-degree,Associate's
1153,67787.0,52820.0,52820.0,590.0,570.0,720.0,730.0,1352.0,25.0,32.0,30.0,Centre College,Predominantly bachelor's-degree,Bachelor's
1154,21040.0,10720.0,10720.0,,,,,,,,,Clear Creek Baptist Bible College,Predominantly bachelor's-degree,Graduate
1157,25567.0,9875.0,9875.0,,,,,,,,21.0,University of the Cumberlands,Predominantly bachelor's-degree,Graduate
1158,23735.0,10320.0,21230.0,440.0,440.0,530.0,550.0,1149.0,19.0,25.0,21.0,Eastern Kentucky University,Predominantly bachelor's-degree,Graduate
1159,14212.0,4728.0,6432.0,,,,,,,,,Elizabethtown Community and Technical College,Predominantly certificate-degree,Associate's
1161,56886.0,42840.0,42840.0,500.0,460.0,590.0,570.0,1138.0,20.0,25.0,,Georgetown College,Predominantly bachelor's-degree,Graduate
1163,12520.0,4728.0,6432.0,,,,,,,,,Hazard Community and Technical College,Predominantly certificate-degree,Associate's
1165,13540.0,4728.0,6432.0,,,,,,,,,Henderson Community College,Predominantly certificate-degree,Associate's
1166,14469.0,4728.0,6432.0,,,,,,,,,Hopkinsville Community College,Predominantly certificate-degree,Associate's
1167,14457.0,4808.0,6512.0,,,,,,,,,Jefferson Community and Technical College,Predominantly certificate-degree,Associate's
1169,25356.0,12456.0,12456.0,,,,,,,,,American National University-Pikeville,Predominantly associate's-degree,Graduate
1170,16603.0,10360.0,10360.0,505.0,443.0,598.0,528.0,1080.0,17.0,25.0,23.0,Kentucky Mountain Bible College,Predominantly associate's-degree,Bachelor's
1171,21727.0,9387.0,13658.0,,,,,870.0,14.0,17.0,,Kentucky State University,Predominantly bachelor's-degree,Graduate
1172,46203.0,34673.0,34673.0,440.0,450.0,560.0,570.0,1044.0,16.0,23.0,22.0,Kentucky Wesleyan College,Predominantly bachelor's-degree,Bachelor's
1173,34391.0,13502.0,34140.0,540.0,530.0,650.0,640.0,1215.0,21.0,28.0,26.0,University of Kentucky,Predominantly bachelor's-degree,Graduate
1174,40168.0,26625.0,26625.0,,,,,1090.0,18.0,24.0,19.0,Kentucky Christian University,Predominantly bachelor's-degree,Graduate
1176,40879.0,27808.0,27808.0,,,,,,,,,Lindsey Wilson College,Predominantly bachelor's-degree,Graduate
1177,32941.0,13136.0,29482.0,530.0,510.0,640.0,630.0,1150.0,19.0,27.0,24.0,University of Louisville,Predominantly bachelor's-degree,Graduate
1179,13911.0,4728.0,6432.0,,,,,,,,,Madisonville Community College,Predominantly certificate-degree,Associate's
1180,13222.0,4728.0,6432.0,,,,,,,,,Maysville Community and Technical College,Predominantly certificate-degree,Associate's
1181,48805.0,27220.0,27220.0,570.0,530.0,590.0,580.0,1122.0,20.0,25.0,22.0,Midway University,Predominantly bachelor's-degree,Graduate
1182,21961.0,10024.0,14980.0,,,,,,,,,Morehead State University,Predominantly bachelor's-degree,Graduate
1183,23485.0,9900.0,19836.0,480.0,460.0,600.0,570.0,1133.0,19.0,26.0,24.0,Murray State University,Predominantly bachelor's-degree,Graduate
1184,14075.0,4728.0,6432.0,,,,,,,,,Gateway Community and Technical College,Predominantly certificate-degree,Associate's
1185,19725.0,11088.0,21912.0,473.0,480.0,590.0,560.0,1087.0,18.0,25.0,23.0,Northern Kentucky University,Predominantly bachelor's-degree,Graduate
1186,14084.0,4728.0,6432.0,,,,,,,,,West Kentucky Community and Technical College,Predominantly certificate-degree,Associate's
1187,33420.0,24850.0,24850.0,,,,,,,,,University of Pikeville,Predominantly bachelor's-degree,Graduate
1188,13047.0,4728.0,6432.0,,,,,,,,,Big Sandy Community and Technical College,Predominantly certificate-degree,Associate's
1193,12959.0,4728.0,6432.0,,,,,,,,,Somerset Community College,Predominantly certificate-degree,Associate's
