latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.admissions.sat_scores.25th_percentile.critical_reading,latest.admissions.sat_scores.25th_percentile.math,latest.admissions.sat_scores.75th_percentile.critical_reading,latest.admissions.sat_scores.75th_percentile.math,latest.admissions.sat_scores.average.overall,latest.admissions.act_scores.25th_percentile.cumulative,latest.admissions.act_scores.75th_percentile.cumulative,latest.admissions.act_scores.midpoint.cumulative,school.name,school.city,school.state,school.region_id,school.degrees_awarded.predominant,school.degrees_awarded.highest
25505.0,9228.0,19068.0,480.0,450.0,570.0,550.0,1041.0,17.0,24.0,21.0,Sam Houston State University,Huntsville,TX,Southwest,Bachelor,Graduate
12343.0,3412.0,9952.0,,,,,,,,,San Antonio College,San Antonio,TX,Southwest,Associate,Bachelor
21293.0,2490.0,6690.0,,,,,,,,,San Jacinto Community College,Pasadena,TX,Southwest,Associate,Bachelor
48004.0,39266.0,39266.0,,,,,,,,21.0,Schreiner University,Kerrville,TX,Southwest,Bachelor,Graduate
47999.0,37434.0,37434.0,465.0,435.0,665.0,645.0,1089.0,15.0,27.0,,St. Mary's University,San Antonio,TX,Southwest,Bachelor,Graduate
13784.0,2731.0,5155.0,,,,,,,,,South Plains College,Levelland,TX,Southwest,Associate,Associate
85606.0,67040.0,67040.0,670.0,670.0,740.0,750.0,1428.0,30.0,34.0,33.0,Southern Methodist University,Dallas,TX,Southwest,Bachelor,Graduate
13554.0,2646.0,6294.0,,,,,,,,,Southwest Texas College,Uvalde,TX,Southwest,Certificate,Associate
34504.0,25064.0,25064.0,460.0,430.0,550.0,540.0,980.0,,,20.0,Nelson University,Waxahachie,TX,Southwest,Bachelor,Graduate
67493.0,53813.0,53813.0,580.0,550.0,670.0,630.0,1241.0,26.0,30.0,28.0,Southwestern University,Georgetown,TX,Southwest,Bachelor,Bachelor
25791.0,11128.0,23426.0,500.0,470.0,600.0,570.0,1066.0,18.0,24.0,21.0,Stephen F Austin State University,Nacogdoches,TX,Southwest,Bachelor,Graduate
28073.0,11450.0,22930.0,500.0,480.0,610.0,590.0,1103.0,19.0,25.0,22.0,Texas State University,San Marcos,TX,Southwest,Bachelor,Graduate
35592.0,25380.0,25380.0,465.0,445.0,610.0,590.0,1031.0,17.0,25.0,21.0,Southwestern Adventist University,Keene,TX,Southwest,Bachelor,Graduate
21854.0,14638.0,14638.0,,,,,,,,,Southwestern Christian College,Terrell,TX,Southwest,Associate,Bachelor
24529.0,7592.0,17672.0,470.0,460.0,550.0,560.0,1024.0,15.0,24.0,16.0,Sul Ross State University,Alpine,TX,Southwest,Bachelor,Graduate
24100.0,8302.0,18142.0,500.0,480.0,590.0,570.0,1075.0,19.0,24.0,20.0,Tarleton State University,Stephenville,TX,Southwest,Bachelor,Graduate
11130.0,1863.0,8370.0,,,,,,,,,Tarrant County College District,Fort Worth,TX,Southwest,Associate,Associate
14200.0,3000.0,7224.0,,,,,,,,,Temple College,Temple,TX,Southwest,Associate,Associate
15998.0,2476.0,5332.0,,,,,,,,,Texarkana College,Texarkana,TX,Southwest,Associate,Associate
24060.0,9892.0,25746.0,510.0,480.0,550.0,560.0,1050.0,,,19.0,Texas A&M University-Kingsville,Kingsville,TX,Southwest,Bachelor,Graduate
32696.0,13154.0,40124.0,580.0,570.0,690.0,710.0,1280.0,25.0,31.0,28.0,Texas A&M University-College Station,College Station,TX,Southwest,Bachelor,Graduate
25261.0,11950.0,29582.0,510.0,500.0,620.0,620.0,1124.0,19.0,27.0,23.0,The University of Texas at Arlington,Arlington,TX,Southwest,Bachelor,Graduate
31247.0,11688.0,44908.0,630.0,620.0,740.0,770.0,1395.0,27.0,33.0,30.0,The University of Texas at Austin,Austin,TX,Southwest,Bachelor,Graduate
29807.0,14644.0,40144.0,580.0,580.0,690.0,720.0,1286.0,24.0,32.0,,The University of Texas at Dallas,Richardson,TX,Southwest,Bachelor,Graduate
19836.0,9744.0,25502.0,450.0,410.0,550.0,530.0,962.0,17.0,22.0,,The University of Texas at El Paso,El Paso,TX,Southwest,Bachelor,Graduate
24505.0,9736.0,25494.0,510.0,500.0,610.0,590.0,1114.0,20.0,26.0,22.0,The University of Texas at Tyler,Tyler,TX,Southwest,Bachelor,Graduate
76604.0,61740.0,61740.0,580.0,560.0,680.0,670.0,1298.0,26.0,31.0,29.0,Texas Christian University,Fort Worth,TX,Southwest,Bachelor,Graduate
20339.0,10008.0,10008.0,,,,,,,,,Texas College,Tyler,TX,Southwest,Bachelor,Bachelor
50002.0,36230.0,36230.0,,,,,,,,,Texas Lutheran University,Seguin,TX,Southwest,Bachelor,Graduate
23886.0,9236.0,21504.0,470.0,440.0,570.0,560.0,1033.0,17.0,23.0,20.0,The University of Texas Permian Basin,Odessa,TX,Southwest,Bachelor,Graduate
22352.0,9011.0,22051.0,510.0,490.0,620.0,600.0,1105.0,19.0,25.0,22.0,The University of Texas at San Antonio,San Antonio,TX,Southwest,Bachelor,Graduate
27052.0,9173.0,21473.0,420.0,380.0,520.0,480.0,914.0,15.0,19.0,17.0,Texas Southern University,Houston,TX,Southwest,Bachelor,Graduate
27443.0,11852.0,24451.0,550.0,540.0,640.0,640.0,1190.0,23.0,28.0,26.0,Texas Tech University,Lubbock,TX,Southwest,Bachelor,Graduate
57451.0,39582.0,39582.0,500.0,520.0,520.0,580.0,1070.0,,,19.0,Texas Wesleyan University,Fort Worth,TX,Southwest,Bachelor,Graduate
22234.0,8640.0,18480.0,,,,,,,,21.0,Texas Woman's University,Denton,TX,Southwest,Bachelor,Graduate
68224.0,53676.0,53676.0,680.0,660.0,750.0,750.0,1416.0,31.0,34.0,31.0,Trinity University,San Antonio,TX,Southwest,Bachelor,Graduate
16654.0,2400.0,4512.0,,,,,,,,,Tyler Junior College,Tyler,TX,Southwest,Associate,Bachelor
14564.0,3720.0,6120.0,,,,,,,,,Vernon College,Vernon,TX,Southwest,Associate,Associate
10514.0,2976.0,5328.0,,,,,,,,,Victoria College,Victoria,TX,Southwest,Associate,Associate
36323.0,23782.0,23782.0,,,,,,,,,Wayland Baptist University,Plainview,TX,Southwest,Bachelor,Graduate
15978.0,5250.0,10860.0,,,,,,,,,Weatherford College,Weatherford,TX,Southwest,Associate,Bachelor
23482.0,9101.0,10996.0,480.0,470.0,590.0,580.0,1050.0,18.0,23.0,21.0,West Texas A & M University,Canyon,TX,Southwest,Bachelor,Graduate
13335.0,3300.0,6150.0,,,,,,,,,Western Texas College,Snyder,TX,Southwest,Associate,Associate
11463.0,3192.0,5904.0,,,,,,,,,Wharton County Junior College,Wharton,TX,Southwest,Associate,Associate
19097.0,12500.0,12500.0,,,,,,,,,Wiley University,Marshall,TX,Southwest,Bachelor,Graduate
22690.0,6688.0,6688.0,640.0,630.0,730.0,730.0,1376.0,28.0,32.0,29.0,Brigham Young University,Provo,UT,West,Bachelor,Graduate
25098.0,6630.0,6630.0,480.0,480.0,620.0,570.0,1130.0,21.0,25.0,24.0,Brigham Young University-Hawaii,Laie,HI,Northwest,Bachelor,Bachelor
20763.0,6306.0,18246.0,,,,,,,,,Utah Tech University,Saint George,UT,West,Certificate,Graduate
33765.0,16548.0,16548.0,,,,,,,,,Eagle Gate College-Murray,Murray,UT,West,Certificate,Graduate
14145.0,4004.0,4004.0,,,,,,,,,Ensign College,Salt Lake City,UT,West,Certificate,Bachelor
12514.0,4338.0,14288.0,,,,,,,,,Snow College,Ephraim,UT,West,Associate,Bachelor
19416.0,6962.0,21192.0,,,,,,,,23.0,Southern Utah University,Cedar City,UT,West,Bachelor,Graduate
21654.0,9228.0,24802.0,540.0,530.0,650.0,640.0,1187.0,20.0,28.0,25.0,Utah State University,Logan,UT,West,Bachelor,Graduate
14765.0,6507.0,18489.0,,,,,,,,,Utah Valley University,Orem,UT,West,Associate,Graduate
14417.0,4426.0,14244.0,,,,,,,,,Salt Lake Community College,Salt Lake City,UT,West,Associate,Associate
25557.0,9620.0,30860.0,600.0,590.0,690.0,690.0,1257.0,22.0,29.0,26.0,University of Utah,Salt Lake City,UT,West,Bachelor,Graduate
16035.0,6557.0,17545.0,,,,,,,,,Weber State University,Ogden,UT,West,Associate,Graduate
57616.0,43528.0,43528.0,540.0,530.0,670.0,640.0,1220.0,23.0,29.0,27.0,Westminster University,Salt Lake City,UT,West,Bachelor,Graduate
87284.0,66262.0,66262.0,703.0,588.0,750.0,653.0,1364.0,30.0,32.0,,Bennington College,Bennington,VT,Northeast,Bachelor,Graduate
65009.0,47850.0,47850.0,620.0,600.0,700.0,680.0,1312.0,26.0,29.0,,Champlain College,Burlington,VT,Northeast,Bachelor,Graduate
21123.0,6920.0,13640.0,,,,,,,,,Community College of Vermont,Montpelier,VT,Northeast,Associate,Associate
85880.0,67600.0,67600.0,720.0,725.0,760.0,790.0,1508.0,33.0,35.0,33.0,Middlebury College,Middlebury,VT,Northeast,Bachelor,Graduate
67357.0,49740.0,49740.0,540.0,520.0,650.0,670.0,1190.0,,,,Norwich University,Northfield,VT,Northeast,Bachelor,Graduate
69079.0,51450.0,51450.0,570.0,550.0,660.0,620.0,1245.0,26.0,31.0,,Saint Michael's College,Colchester,VT,Northeast,Bachelor,Graduate
54410.0,40760.0,40760.0,,,,,,,,,Sterling College,Craftsbury Common,VT,Northeast,Bachelor,Bachelor
25988.0,11952.0,22296.0,,,,,,,,,Vermont State University,Randolph,VT,Northeast,Bachelor,Graduate
35649.0,19058.0,45502.0,660.0,630.0,730.0,710.0,1374.0,30.0,32.0,31.0,University of Vermont,Burlington,VT,Northeast,Bachelor,Graduate
23713.0,14568.0,14568.0,,,,,,,,,Advanced Technology Institute,Virginia Beach,VA,Southeast,Certificate,Associate
53460.0,38550.0,38550.0,448.0,478.0,583.0,560.0,1135.0,15.0,28.0,20.0,Averett University,Danville,VA,Southeast,Bachelor,Graduate
20788.0,5646.0,12084.0,,,,,,,,,Blue Ridge Community College,Weyers Cave,VA,Southeast,Certificate,Associate
42539.0,26770.0,26770.0,,,,,,,,,Bluefield University,Bluefield,VA,Southeast,Bachelor,Graduate
58702.0,16090.0,16090.0,550.0,470.0,680.0,680.0,1180.0,,,25.0,Bridgewater College,Bridgewater,VA,Southeast,Bachelor,Graduate
43035.0,25914.0,51038.0,710.0,690.0,760.0,770.0,1473.0,32.0,34.0,33.0,William & Mary,Williamsburg,VA,Southeast,Bachelor,Graduate
32838.0,21650.0,21650.0,530.0,460.0,650.0,600.0,1153.0,19.0,26.0,26.0,Regent University,Virginia Beach,VA,Southeast,Bachelor,Graduate
12829.0,5157.0,11595.0,,,,,,,,,Central Virginia Community College,Lynchburg,VA,Southeast,Certificate,Associate
33766.0,16828.0,31178.0,550.0,510.0,660.0,630.0,1180.0,25.0,30.0,27.0,Christopher Newport University,Newport News,VA,Southeast,Bachelor,Graduate
23803.0,18489.0,18489.0,,,,,,,,,Bryant & Stratton College-Virginia Beach,Virginia Beach,VA,Southeast,Associate,Bachelor
12565.0,5022.0,11460.0,,,,,,,,,Mountain Gateway Community College,Clifton Forge,VA,Southeast,Certificate,Associate
14126.0,4992.0,11430.0,,,,,,,,,Danville Community College,Danville,VA,Southeast,Certificate,Associate
52854.0,39000.0,39000.0,548.0,503.0,640.0,583.0,1135.0,20.0,26.0,,Emory & Henry University,Emory,VA,Southeast,Bachelor,Graduate
56756.0,43920.0,43920.0,,,,,,,,30.0,Eastern Mennonite University,Harrisonburg,VA,Southeast,Bachelor,Graduate
10998.0,5082.0,11520.0,,,,,,,,,Eastern Shore Community College,Melfa,VA,Southeast,Certificate,Associate
54526.0,28520.0,28520.0,,,,,,,,21.0,Ferrum College,Ferrum,VA,Southeast,Bachelor,Graduate
28604.0,14220.0,38688.0,580.0,580.0,680.0,680.0,1274.0,25.0,30.0,28.0,George Mason University,Fairfax,VA,Southeast,Bachelor,Graduate
12249.0,5257.0,11648.0,,,,,,,,,Germanna Community College,Locust Grove,VA,Southeast,Associate,Associate
70325.0,54550.0,54550.0,520.0,510.0,640.0,610.0,1207.0,23.0,28.0,24.0,Hampden-Sydney College,Hampden-Sydney,VA,Southeast,Bachelor,Bachelor
46027.0,30592.0,30592.0,411.0,379.0,558.0,532.0,969.0,13.0,22.0,,Hampton University,Hampton,VA,Southeast,Bachelor,Graduate
58698.0,43560.0,43560.0,610.0,540.0,700.0,640.0,1230.0,,,,Hollins University,Roanoke,VA,Southeast,Bachelor,Graduate
12428.0,5280.0,11718.0,,,,,,,,,J Sargeant Reynolds Community College,Richmond,VA,Southeast,Certificate,Associate
31735.0,14250.0,31604.0,600.0,570.0,680.0,660.0,1256.0,24.0,29.0,27.0,James Madison University,Harrisonburg,VA,Southeast,Bachelor,Graduate
12196.0,5082.0,11520.0,,,,,,,,,Brightpoint Community College,Chester,VA,Southeast,Certificate,Associate
42025.0,22465.0,22465.0,,,,,,,,,Liberty University,Lynchburg,VA,Southeast,Bachelor,Graduate
34588.0,15744.0,27978.0,530.0,500.0,630.0,580.0,1120.0,19.0,26.0,20.0,Longwood University,Farmville,VA,Southeast,Bachelor,Graduate
12110.0,5072.0,11510.0,,,,,,,,,Laurel Ridge Community College,Middletown,VA,Southeast,Certificate,Associate
50067.0,36750.0,36750.0,520.0,460.0,620.0,610.0,1125.0,,,,University of Lynchburg,Lynchburg,VA,Southeast,Bachelor,Graduate
45935.0,34152.0,34152.0,,,,,,,,,Mary Baldwin University,Staunton,VA,Southeast,Bachelor,Graduate
31137.0,14640.0,27560.0,610.0,560.0,710.0,660.0,1272.0,27.0,31.0,29.0,University of Mary Washington,Fredericksburg,VA,Southeast,Bachelor,Graduate
57184.0,40920.0,40920.0,,,,,,,,,Marymount University,Arlington,VA,Southeast,Bachelor,Graduate
15605.0,5007.0,11445.0,,,,,,,,,Mountain Empire Community College,Big Stone Gap,VA,Southeast,Certificate,Associate
25159.0,10961.0,10961.0,,,,,,,,,American National University,Salem,VA,Southeast,Associate,Graduate
13864.0,4979.0,11417.0,,,,,,,,,New River Community College,Dublin,VA,Southeast,Certificate,Associate
31796.0,16337.0,16337.0,,,,,,,,,Tidewater Tech-Trades,Norfolk,VA,Southeast,Certificate,Certificate
26633.0,10180.0,21682.0,430.0,393.0,520.0,510.0,927.0,16.0,22.0,18.0,Norfolk State University,Norfolk,VA,Southeast,Bachelor,Graduate
17153.0,5891.0,12409.0,,,,,,,,,Northern Virginia Community College,Annandale,VA,Southeast,Associate,Associate
29446.0,12750.0,33780.0,570.0,530.0,650.0,630.0,1197.0,24.0,29.0,24.0,Old Dominion University,Norfolk,VA,Southeast,Bachelor,Graduate
12043.0,5002.0,11440.0,,,,,,,,,Patrick & Henry Community College,Martinsville,VA,Southeast,Associate,Associate
10577.0,5012.0,11450.0,,,,,,,,,Paul D Camp Community College,Franklin,VA,Southeast,Associate,Associate
13297.0,5072.0,11510.0,,,,,,,,,Piedmont Virginia Community College,Charlottesville,VA,Southeast,Associate,Associate
28405.0,12548.0,25633.0,490.0,450.0,600.0,560.0,1060.0,19.0,26.0,21.0,Radford University,Radford,VA,Southeast,Bachelor,Graduate
63985.0,49466.0,49466.0,500.0,480.0,630.0,590.0,1095.0,21.0,27.0,,Randolph-Macon College,Ashland,VA,Southeast,Bachelor,Graduate
45040.0,30310.0,30310.0,550.0,550.0,620.0,590.0,1134.0,19.0,26.0,25.0,Randolph College,Lynchburg,VA,Southeast,Bachelor,Graduate
12333.0,5102.0,11540.0,,,,,,,,,Rappahannock Community College,Glenns,VA,Southeast,Certificate,Associate
32005.0,14801.0,14801.0,,,,,,,,,Fortis College-Norfolk,Norfolk,VA,Southeast,Certificate,Associate
24206.0,9090.0,14970.0,,,,,,,,,Richard Bland College,South Prince George,VA,Southeast,Associate,Associate
80961.0,65230.0,65230.0,700.0,710.0,750.0,780.0,1497.0,33.0,35.0,,University of Richmond,University of Richmond,VA,Southeast,Bachelor,Graduate
27018.0,17250.0,17250.0,,,,,,,,,Riverside College of Health Sciences,Newport News,VA,Southeast,Associate,Bachelor
54283.0,38068.0,38068.0,560.0,530.0,660.0,640.0,1211.0,24.0,31.0,25.0,Roanoke College,Salem,VA,Southeast,Bachelor,Graduate
51928.0,36950.0,36950.0,,,,,,,,,Shenandoah University,Winchester,VA,Southeast,Bachelor,Graduate
21203.0,11739.0,11739.0,,,,,,,,,Southeastern Free Will Baptist Bible College,Wendell,NC,Southeast,Bachelor,Bachelor
34431.0,21280.0,21280.0,,,,,,,,22.0,Southern Virginia University,Buena Vista,VA,Southeast,Bachelor,Bachelor
14036.0,5007.0,11445.0,,,,,,,,,Southside Virginia Community College,Alberta,VA,Southeast,Certificate,Associate
13775.0,5075.0,11513.0,,,,,,,,,Southwest Virginia Community College,Cedar Bluff,VA,Southeast,Certificate,Associate
25158.0,13920.0,13920.0,,,,,,,,,Strayer University-Virginia,Arlington,VA,Southeast,Bachelor,Graduate
43898.0,26160.0,26160.0,560.0,540.0,670.0,640.0,1230.0,,,25.0,Sweet Briar College,Sweet Briar,VA,Southeast,Bachelor,Bachelor
13576.0,5088.0,11526.0,,,,,,,,,Virginia Peninsula Community College,Hampton,VA,Southeast,Associate,Associate
19788.0,5588.0,12296.0,,,,,,,,,Tidewater Community College,Norfolk,VA,Southeast,Associate,Associate
26593.0,11780.0,28010.0,520.0,425.0,580.0,540.0,1050.0,18.0,22.0,22.0,University of Virginia's College at Wise,Wise,VA,Southeast,Bachelor,Graduate
12955.0,5022.0,11460.0,,,,,,,,,Virginia Highlands Community College,Abingdon,VA,Southeast,Certificate,Associate
36951.0,15948.0,37764.0,640.0,640.0,710.0,740.0,1364.0,28.0,32.0,29.0,Virginia Polytechnic Institute and State University,Blacksburg,VA,Southeast,Bachelor,Graduate
11768.0,5400.0,11838.0,,,,,,,,,Virginia Western Community College,Roanoke,VA,Southeast,Certificate,Associate
38954.0,16945.0,40109.0,520.0,490.0,650.0,620.0,1137.0,22.0,30.0,25.0,Virginia Commonwealth University,Richmond,VA,Southeast,Bachelor,Graduate
39926.0,21803.0,59512.0,700.0,710.0,760.0,780.0,1480.0,32.0,35.0,34.0,University of Virginia-Main Campus,Charlottesville,VA,Southeast,Bachelor,Graduate
34824.0,21046.0,52638.0,550.0,500.0,630.0,640.0,1244.0,24.0,31.0,25.0,Virginia Military Institute,Lexington,VA,Southeast,Bachelor,Bachelor
25328.0,11360.0,11360.0,,,,,,,,,Virginia University of Lynchburg,Lynchburg,VA,Southeast,Bachelor,Graduate
27661.0,10043.0,22650.0,440.0,400.0,550.0,520.0,948.0,14.0,20.0,18.0,Virginia State University,Petersburg,VA,Southeast,Bachelor,Graduate
29075.0,17450.0,17450.0,450.0,400.0,475.0,410.0,850.0,,,16.0,Virginia Union University,Richmond,VA,Southeast,Bachelor,Graduate
51255.0,37500.0,37500.0,,,,,,,,29.0,Virginia Wesleyan University,Virginia Beach,VA,Southeast,Bachelor,Graduate
87000.0,68045.0,68045.0,710.0,720.0,760.0,780.0,1498.0,33.0,34.0,34.0,Washington and Lee University,Lexington,VA,Southeast,Bachelor,Graduate
12111.0,5007.0,11445.0,,,,,,,,,Wytheville Community College,Wytheville,VA,Southeast,Certificate,Associate
20309.0,4436.0,10502.0,,,,,,,,,Bellevue College,Bellevue,WA,Northwest,Associate,Bachelor
16104.0,4431.0,5809.0,,,,,,,,,Bellingham Technical College,Bellingham,WA,Northwest,Certificate,Bachelor
21661.0,5059.0,5619.0,,,,,,,,,Big Bend Community College,Moses Lake,WA,Northwest,Associate,Bachelor
28816.0,9417.0,27526.0,,,,,,,,,Central Washington University,Ellensburg,WA,Northwest,Bachelor,Graduate
19910.0,5266.0,5651.0,,,,,,,,,Centralia College,Centralia,WA,Northwest,Associate,Bachelor
19668.0,5233.0,11183.0,,,,,,,,,Clark College,Vancouver,WA,Northwest,Associate,Bachelor
18882.0,6634.0,6634.0,,,,,,,,,Clover Park Technical College,Lakewood,WA,Northwest,Certificate,Bachelor
18261.0,6555.0,8668.0,,,,,,,,,Columbia Basin College,Pasco,WA,Northwest,Associate,Bachelor
24478.0,8586.0,25959.0,,,,,,,,,Eastern Washington University,Cheney,WA,Northwest,Bachelor,Graduate
20062.0,4810.0,10875.0,,,,,,,,,Edmonds College,Lynnwood,WA,Northwest,Associate,Bachelor
20451.0,5032.0,11171.0,,,,,,,,,Everett Community College,Everett,WA,Northwest,Associate,Bachelor
28477.0,9264.0,31905.0,540.0,495.0,663.0,590.0,1216.0,23.0,29.0,23.0,The Evergreen State College,Olympia,WA,Northwest,Bachelor,Graduate
18085.0,5418.0,5976.0,,,,,,,,,Pierce College District,Lakewood,WA,Northwest,Associate,Bachelor
73178.0,55480.0,55480.0,600.0,590.0,700.0,680.0,1335.0,27.0,31.0,29.0,Gonzaga University,Spokane,WA,Northwest,Bachelor,Graduate
15708.0,5593.0,12553.0,,,,,,,,,Grays Harbor College,Aberdeen,WA,Northwest,Associate,Bachelor
22040.0,4711.0,5263.0,,,,,,,,,Green River College,Auburn,WA,Northwest,Associate,Bachelor
31209.0,20928.0,20928.0,,,,,,,,,Heritage University,Toppenish,WA,Northwest,Bachelor,Graduate
18812.0,4772.0,5332.0,,,,,,,,,Highline College,Des Moines,WA,Northwest,Associate,Bachelor
18837.0,6027.0,12165.0,,,,,,,,,Bates Technical College,Tacoma,WA,Northwest,Certificate,Associate
16339.0,5997.0,12062.0,,,,,,,,,Lake Washington Institute of Technology,Kirkland,WA,Northwest,Certificate,Bachelor
16169.0,4626.0,6003.0,,,,,,,,,Lower Columbia College,Longview,WA,Northwest,Associate,Bachelor
18943.0,5238.0,5796.0,,,,,,,,,North Seattle College,Seattle,WA,Northwest,Certificate,Bachelor
50501.0,36035.0,36035.0,540.0,500.0,700.0,650.0,1150.0,,,28.0,Northwest University,Kirkland,WA,Northwest,Bachelor,Graduate
15585.0,4197.0,9740.0,,,,,,,,,Olympic College,Bremerton,WA,Northwest,Associate,Bachelor
62459.0,52254.0,52254.0,540.0,500.0,660.0,600.0,1168.0,22.0,28.0,25.0,Pacific Lutheran University,Tacoma,WA,Northwest,Bachelor,Graduate
18514.0,4718.0,5270.0,,,,,,,,,Peninsula College,Port Angeles,WA,Northwest,Certificate,Bachelor
78378.0,62898.0,62898.0,610.0,560.0,710.0,670.0,1296.0,27.0,31.0,29.0,University of Puget Sound,Tacoma,WA,Northwest,Bachelor,Graduate
17585.0,6308.0,7369.0,,,,,,,,,Renton Technical College,Renton,WA,Northwest,Certificate,Bachelor
62449.0,45510.0,45510.0,510.0,515.0,610.0,620.0,1093.0,16.0,20.0,21.0,Saint Martin's University,Lacey,WA,Northwest,Bachelor,Graduate
15385.0,5238.0,5796.0,,,,,,,,,South Seattle College,Seattle,WA,Northwest,Certificate,Bachelor
17889.0,5184.0,5745.0,,,,,,,,,Seattle Central College,Seattle,WA,Northwest,Associate,Bachelor
56826.0,40407.0,40407.0,,,,,,,,24.0,Seattle Pacific University,Seattle,WA,Northwest,Bachelor,Graduate
72124.0,56721.0,56721.0,620.0,580.0,710.0,720.0,1307.0,23.0,30.0,28.0,Seattle University,Seattle,WA,Northwest,Bachelor,Graduate
16671.0,5115.0,7905.0,,,,,,,,,Shoreline College,Shoreline,WA,Northwest,Associate,Associate
14866.0,5400.0,7500.0,,,,,,,,,Skagit Valley College,Mount Vernon,WA,Northwest,Associate,Bachelor
17888.0,5252.0,5813.0,,,,,,,,,South Puget Sound Community College,Olympia,WA,Northwest,Associate,Associate
13839.0,5461.0,6612.0,,,,,,,,,Spokane Community College,Spokane,WA,Northwest,Associate,Bachelor
15685.0,5461.0,6612.0,,,,,,,,,Spokane Falls Community College,Spokane,WA,Northwest,Associate,Bachelor
16766.0,5507.0,11646.0,,,,,,,,,Tacoma Community College,Tacoma,WA,Northwest,Associate,Bachelor
19268.0,5279.0,6700.0,,,,,,,,,Walla Walla Community College,Walla Walla,WA,Northwest,Associate,Bachelor
45903.0,34227.0,34227.0,,,,,,,,,Walla Walla University,College Place,WA,Northwest,Bachelor,Graduate
27648.0,13391.0,29950.0,,,,,,,,,Washington State University,Pullman,WA,Northwest,Bachelor,Graduate
32446.0,12973.0,43209.0,,,,,,,,,University of Washington-Seattle Campus,Seattle,WA,Northwest,Bachelor,Graduate
20827.0,5267.0,5636.0,,,,,,,,,Wenatchee Valley College,Wenatchee,WA,Northwest,Associate,Bachelor
30359.0,9582.0,28707.0,590.0,560.0,710.0,680.0,1289.0,24.0,31.0,26.0,Western Washington University,Bellingham,WA,Northwest,Bachelor,Graduate
19672.0,5115.0,11037.0,,,,,,,,,Whatcom Community College,Bellingham,WA,Northwest,Associate,Bachelor
78092.0,64050.0,64050.0,670.0,640.0,740.0,740.0,1410.0,29.0,33.0,31.0,Whitman College,Walla Walla,WA,Northwest,Bachelor,Bachelor
68516.0,52880.0,52880.0,550.0,540.0,670.0,660.0,1220.0,21.0,29.0,25.0,Whitworth University,Spokane,WA,Northwest,Bachelor,Graduate
21199.0,5312.0,5873.0,,,,,,,,,Yakima Valley College,Yakima,WA,Northwest,Associate,Bachelor
31423.0,18760.0,18760.0,470.0,408.0,583.0,523.0,1039.0,21.0,23.0,23.0,Appalachian Bible College,Mount Hope,WV,Southeast,Bachelor,Graduate
50758.0,36765.0,36765.0,,,,,,,,22.0,Bethany College,Bethany,WV,Southeast,Bachelor,Graduate
21839.0,10648.0,18376.0,440.0,430.0,540.0,540.0,989.0,17.0,22.0,20.0,Bluefield State University,Bluefield,WV,Southeast,Bachelor,Graduate
46470.0,33800.0,33800.0,,,,,,,,,University of Charleston,Charleston,WV,Southeast,Bachelor,Graduate
20434.0,10664.0,22000.0,440.0,390.0,560.0,530.0,977.0,17.0,24.0,21.0,Concord University,Athens,WV,Southeast,Bachelor,Graduate
44888.0,31820.0,31820.0,,,,,,,,,Davis & Elkins College,Elkins,WV,Southeast,Bachelor,Bachelor
20018.0,8708.0,18924.0,450.0,360.0,560.0,510.0,996.0,17.0,23.0,20.0,Fairmont State University,Fairmont,WV,Southeast,Bachelor,Graduate
23591.0,9578.0,11354.0,,,,,,,,,Glenville State University,Glenville,WV,Southeast,Bachelor,Graduate
17951.0,10050.0,10050.0,,,,,,,,,Ameritas College,Huntington,WV,Southeast,Associate,Associate
22022.0,9162.0,20342.0,480.0,430.0,590.0,560.0,1061.0,19.0,24.0,22.0,Marshall University,Huntington,WV,Southeast,Bachelor,Graduate
9420.0,4612.0,9124.0,,,,,,,,,West Virginia University at Parkersburg,Parkersburg,WV,Southeast,Associate,Bachelor
17619.0,5280.0,13200.0,,,,,,,,,Potomac State College of West Virginia University,Keyser,WV,Southeast,Associate,Bachelor
18650.0,11900.0,11900.0,,,,,,,,,Salem University,Salem,WV,Southeast,Bachelor,Graduate
19601.0,9056.0,19082.0,468.0,410.0,600.0,540.0,1034.0,19.0,24.0,23.0,Shepherd University,Shepherdstown,WV,Southeast,Bachelor,Graduate
18725.0,5136.0,7872.0,,,,,,,,,Southern West Virginia Community and Technical College,Logan,WV,Southeast,Associate,Associate
19772.0,9570.0,14990.0,410.0,350.0,550.0,490.0,955.0,15.0,20.0,,West Virginia State University,Institute,WV,Southeast,Bachelor,Graduate
23809.0,8893.0,17442.0,470.0,420.0,580.0,543.0,1045.0,18.0,24.0,21.0,West Liberty University,West Liberty,WV,Southeast,Bachelor,Graduate
18907.0,8424.0,21072.0,460.0,420.0,570.0,550.0,1033.0,19.0,23.0,22.0,West Virginia University Institute of Technology,Beckley,WV,Southeast,Bachelor,Bachelor
48190.0,34090.0,34090.0,472.0,420.0,600.0,560.0,1052.0,16.0,23.0,21.0,West Virginia Wesleyan College,Buckhannon,WV,Southeast,Bachelor,Graduate
22249.0,14798.0,14798.0,,,,,,,,,West Virginia Junior College-Charleston,Cross Lanes,WV,Southeast,Associate,Associate
