latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.admissions.sat_scores.25th_percentile.critical_reading,latest.admissions.sat_scores.25th_percentile.math,latest.admissions.sat_scores.75th_percentile.critical_reading,latest.admissions.sat_scores.75th_percentile.math,latest.admissions.sat_scores.average.overall,latest.admissions.act_scores.25th_percentile.cumulative,latest.admissions.act_scores.75th_percentile.cumulative,latest.admissions.act_scores.midpoint.cumulative,school.name,school.city,school.state,school.region_id,school.degrees_awarded.predominant,school.degrees_awarded.highest
50482.0,34192.0,34192.0,500.0,460.0,530.0,560.0,1080.0,15.0,28.0,21.0,Friends University,Wichita,KS,Midwest,Bachelor,Graduate
12669.0,3390.0,3840.0,,,,,,,,,Fort Scott Community College,Fort Scott,KS,Midwest,Certificate,Associate
15071.0,3690.0,4320.0,,,,,,,,,Garden City Community College,Garden City,KS,Midwest,Certificate,Associate
9581.0,600.0,600.0,,,,,,,,,Haskell Indian Nations University,Lawrence,KS,Midwest,Associate,Bachelor
47450.0,32936.0,32936.0,,,,,,,,,Hesston College,Hesston,KS,Midwest,Associate,Bachelor
17914.0,4080.0,4080.0,,,,,,,,,Highland Community College,Highland,KS,Midwest,Certificate,Associate
14858.0,3540.0,4770.0,,,,,,,,,Hutchinson Community College,Hutchinson,KS,Midwest,Certificate,Associate
8824.0,4560.0,4950.0,,,,,,,,,Independence Community College,Independence,KS,Midwest,Associate,Associate
19785.0,2424.0,5688.0,,,,,,,,,Johnson County Community College,Overland Park,KS,Midwest,Associate,Associate
19855.0,3210.0,6945.0,,,,,,,,,Kansas City Kansas Community College,Kansas City,KS,Midwest,Certificate,Associate
20997.0,11720.0,11720.0,,,,,,,,,Kansas Christian College,Overland Park,KS,Midwest,Bachelor,Graduate
26751.0,12102.0,30432.0,540.0,530.0,650.0,650.0,1190.0,20.0,28.0,25.0,University of Kansas,Lawrence,KS,Midwest,Bachelor,Graduate
46489.0,35500.0,35500.0,,,,,,,,21.0,Newman University,Wichita,KS,Midwest,Bachelor,Graduate
27402.0,11221.0,28568.0,550.0,510.0,640.0,620.0,1151.0,20.0,27.0,,Kansas State University,Manhattan,KS,Midwest,Bachelor,Graduate
47437.0,34630.0,34630.0,,,,,,,,,Kansas Wesleyan University,Salina,KS,Midwest,Bachelor,Graduate
14251.0,8880.0,8880.0,,,,,,,,,Washburn Institute of Technology,Topeka,KS,Midwest,Certificate,Certificate
13364.0,4064.0,4864.0,,,,,,,,,Labette Community College,Parsons,KS,Midwest,Associate,Associate
19407.0,9844.0,9844.0,,,,,,,,,Manhattan Area Technical College,Manhattan,KS,Midwest,Certificate,Associate
34466.0,19126.0,19126.0,,,,,1020.0,18.0,24.0,22.0,Manhattan Christian College,Manhattan,KS,Midwest,Bachelor,Bachelor
50611.0,37310.0,37310.0,470.0,490.0,620.0,580.0,1058.0,18.0,23.0,,McPherson College,McPherson,KS,Midwest,Bachelor,Graduate
57355.0,37174.0,37174.0,460.0,490.0,540.0,550.0,1048.0,17.0,23.0,20.0,MidAmerica Nazarene University,Olathe,KS,Midwest,Bachelor,Graduate
16790.0,5780.0,5780.0,,,,,,,,,Neosho County Community College,Chanute,KS,Midwest,Certificate,Associate
21454.0,7350.0,7350.0,,,,,,,,,Fort Hays Tech North Central,Beloit,KS,Midwest,Certificate,Associate
51856.0,35880.0,35880.0,420.0,330.0,500.0,500.0,1000.0,16.0,22.0,18.0,Ottawa University-Ottawa,Ottawa,KS,Midwest,Bachelor,Graduate
22099.0,8400.0,19744.0,,,,,1050.0,17.0,24.0,21.0,Pittsburg State University,Pittsburg,KS,Midwest,Bachelor,Graduate
19780.0,4256.0,4936.0,,,,,,,,,Pratt Community College,Pratt,KS,Midwest,Certificate,Associate
48728.0,35380.0,35380.0,378.0,428.0,518.0,510.0,1029.0,17.0,24.0,,University of Saint Mary,Leavenworth,KS,Midwest,Bachelor,Graduate
14642.0,7128.0,7128.0,,,,,,,,,Salina Area Technical College,Salina,KS,Midwest,Certificate,Associate
12629.0,4032.0,5408.0,,,,,,,,,Seward County Community College,Liberal,KS,Midwest,Certificate,Associate
58432.0,39822.0,39822.0,,,,,,,,19.0,Southwestern College,Winfield,KS,Midwest,Bachelor,Graduate
47185.0,33700.0,33700.0,,,,,,,,22.0,Sterling College,Sterling,KS,Midwest,Bachelor,Graduate
50350.0,36200.0,36200.0,,,,,,,,,Tabor College,Hillsboro,KS,Midwest,Bachelor,Graduate
21512.0,9945.0,20949.0,,,,,,,,,Washburn University,Topeka,KS,Midwest,Bachelor,Graduate
17592.0,7238.0,7238.0,,,,,,,,,Wichita State University-Campus of Applied Sciences and Technology,Wichita,KS,Midwest,Certificate,Associate
21780.0,9684.0,19869.0,470.0,435.0,610.0,630.0,1092.0,17.0,25.0,23.0,Wichita State University,Wichita,KS,Midwest,Bachelor,Graduate
31200.0,13960.0,13960.0,380.0,330.0,500.0,460.0,1015.0,16.0,22.0,20.0,Alice Lloyd College,Pippa Passes,KY,Southeast,Bachelor,Bachelor
47459.0,33640.0,33640.0,,,,,,,,,Asbury University,Wilmore,KY,Southeast,Bachelor,Graduate
14374.0,4728.0,6432.0,,,,,,,,,Ashland Community and Technical College,Ashland,KY,Southeast,Certificate,Associate
61691.0,48770.0,48770.0,510.0,520.0,630.0,620.0,1210.0,23.0,28.0,24.0,Bellarmine University,Louisville,KY,Southeast,Bachelor,Graduate
60718.0,51658.0,51658.0,588.0,568.0,680.0,655.0,1249.0,23.0,28.0,26.0,Berea College,Berea,KY,Southeast,Bachelor,Bachelor
13993.0,4728.0,6432.0,,,,,,,,,Southcentral Kentucky Community and Technical College,Bowling Green,KY,Southeast,Certificate,Associate
44328.0,31550.0,31550.0,,,,,,,,22.0,Brescia University,Owensboro,KY,Southeast,Bachelor,Graduate
42603.0,27998.0,27998.0,,,,,,,,,Campbellsville University,Campbellsville,KY,Southeast,Bachelor,Graduate
13902.0,4808.0,6512.0,,,,,,,,,Bluegrass Community and Technical College,Lexington,KY,Southeast,Certificate,Associate
67787.0,52820.0,52820.0,590.0,570.0,720.0,730.0,1352.0,25.0,32.0,30.0,Centre College,Danville,KY,Southeast,Bachelor,Bachelor
21040.0,10720.0,10720.0,,,,,,,,,Clear Creek Baptist Bible College,Pineville,KY,Southeast,Bachelor,Graduate
25567.0,9875.0,9875.0,,,,,,,,21.0,University of the Cumberlands,Williamsburg,KY,Southeast,Bachelor,Graduate
23735.0,10320.0,21230.0,440.0,440.0,530.0,550.0,1149.0,19.0,25.0,21.0,Eastern Kentucky University,Richmond,KY,Southeast,Bachelor,Graduate
14212.0,4728.0,6432.0,,,,,,,,,Elizabethtown Community and Technical College,Elizabethtown,KY,Southeast,Certificate,Associate
56886.0,42840.0,42840.0,500.0,460.0,590.0,570.0,1138.0,20.0,25.0,,Georgetown College,Georgetown,KY,Southeast,Bachelor,Graduate
12520.0,4728.0,6432.0,,,,,,,,,Hazard Community and Technical College,Hazard,KY,Southeast,Certificate,Associate
13540.0,4728.0,6432.0,,,,,,,,,Henderson Community College,Henderson,KY,Southeast,Certificate,Associate
14469.0,4728.0,6432.0,,,,,,,,,Hopkinsville Community College,Hopkinsville,KY,Southeast,Certificate,Associate
14457.0,4808.0,6512.0,,,,,,,,,Jefferson Community and Technical College,Louisville,KY,Southeast,Certificate,Associate
25356.0,12456.0,12456.0,,,,,,,,,American National University-Louisville,Louisville,KY,Southeast,Associate,Graduate
16603.0,10360.0,10360.0,505.0,443.0,598.0,528.0,1080.0,17.0,25.0,23.0,Kentucky Mountain Bible College,Jackson,KY,Southeast,Bachelor,Bachelor
21727.0,9387.0,13658.0,,,,,870.0,14.0,17.0,,Kentucky State University,Frankfort,KY,Southeast,Bachelor,Graduate
46203.0,34673.0,34673.0,440.0,450.0,560.0,570.0,1044.0,16.0,23.0,22.0,Kentucky Wesleyan College,Owensboro,KY,Southeast,Bachelor,Bachelor
34391.0,13502.0,34140.0,540.0,530.0,650.0,640.0,1215.0,21.0,28.0,26.0,University of Kentucky,Lexington,KY,Southeast,Bachelor,Graduate
40168.0,26625.0,26625.0,,,,,1090.0,18.0,24.0,19.0,Kentucky Christian University,Grayson,KY,Southeast,Bachelor,Graduate
40879.0,27808.0,27808.0,,,,,,,,,Lindsey Wilson University,Columbia,KY,Southeast,Bachelor,Graduate
32941.0,13136.0,29482.0,530.0,510.0,640.0,630.0,1150.0,19.0,27.0,24.0,University of Louisville,Louisville,KY,Southeast,Bachelor,Graduate
13911.0,4728.0,6432.0,,,,,,,,,Madisonville Community College,Madisonville,KY,Southeast,Certificate,Associate
13222.0,4728.0,6432.0,,,,,,,,,Maysville Community and Technical College,Maysville,KY,Southeast,Certificate,Associate
48805.0,27220.0,27220.0,570.0,530.0,590.0,580.0,1122.0,20.0,25.0,22.0,Midway University,Midway,KY,Southeast,Bachelor,Graduate
21961.0,10024.0,14980.0,,,,,,,,,Morehead State University,Morehead,KY,Southeast,Bachelor,Graduate
23485.0,9900.0,19836.0,480.0,460.0,600.0,570.0,1133.0,19.0,26.0,24.0,Murray State University,Murray,KY,Southeast,Bachelor,Graduate
14075.0,4728.0,6432.0,,,,,,,,,Gateway Community and Technical College,Florence,KY,Southeast,Certificate,Associate
19725.0,11088.0,21912.0,473.0,480.0,590.0,560.0,1087.0,18.0,25.0,23.0,Northern Kentucky University,Highland Heights,KY,Southeast,Bachelor,Graduate
14084.0,4728.0,6432.0,,,,,,,,,West Kentucky Community and Technical College,Paducah,KY,Southeast,Certificate,Associate
33420.0,24850.0,24850.0,,,,,,,,,University of Pikeville,Pikeville,KY,Southeast,Bachelor,Graduate
13047.0,4728.0,6432.0,,,,,,,,,Big Sandy Community and Technical College,Prestonsburg,KY,Southeast,Certificate,Associate
12959.0,4728.0,6432.0,,,,,,,,,Somerset Community College,Somerset,KY,Southeast,Certificate,Associate
12699.0,4728.0,6432.0,,,,,,,,,Southeast Kentucky Community & Technical College,Cumberland,KY,Southeast,Certificate,Associate
45530.0,29200.0,29200.0,440.0,435.0,513.0,525.0,977.0,15.0,22.0,20.0,Spalding University,Louisville,KY,Southeast,Bachelor,Graduate
31766.0,15480.0,15480.0,,,,,,,,,Sullivan University,Louisville,KY,Southeast,Associate,Graduate
49452.0,39800.0,39800.0,510.0,520.0,610.0,620.0,1180.0,21.0,27.0,,Thomas More University,Crestview Hills,KY,Southeast,Bachelor,Graduate
60993.0,46870.0,46870.0,580.0,540.0,690.0,690.0,1287.0,24.0,30.0,27.0,Transylvania University,Lexington,KY,Southeast,Bachelor,Bachelor
44322.0,30946.0,30946.0,,,,,980.0,15.0,22.0,19.0,Union Commonwealth University,Barbourville,KY,Southeast,Bachelor,Graduate
24188.0,11652.0,27000.0,420.0,420.0,530.0,520.0,971.0,16.0,21.0,,Western Kentucky University,Bowling Green,KY,Southeast,Bachelor,Graduate
12172.0,4099.0,4099.0,,,,,,,,,Central Louisiana Technical Community College,Alexandria,LA,Southeast,Certificate,Associate
17111.0,4283.0,4283.0,,,,,,,,,Bossier Parish Community College,Bossier City,LA,Southeast,Certificate,Associate
60620.0,41200.0,41200.0,530.0,530.0,600.0,610.0,1144.0,20.0,25.0,25.0,Centenary College of Louisiana,Shreveport,LA,Southeast,Bachelor,Graduate
18568.0,4279.0,4279.0,,,,,,,,,Delgado Community College,New Orleans,LA,Southeast,Certificate,Associate
39202.0,23918.0,23918.0,480.0,488.0,640.0,562.0,1050.0,18.0,22.0,21.0,Dillard University,New Orleans,LA,Southeast,Bachelor,Graduate
18175.0,4255.0,4255.0,,,,,,,,,Nunez Community College,Chalmette,LA,Southeast,Certificate,Associate
25367.0,7683.0,16706.0,490.0,430.0,570.0,510.0,943.0,15.0,19.0,17.0,Grambling State University,Grambling,LA,Southeast,Bachelor,Graduate
25749.0,11711.0,11711.0,,,,,,,,,ITI Technical College,Baton Rouge,LA,Southeast,Associate,Associate
15550.0,7050.0,14650.0,490.0,480.0,610.0,610.0,1022.0,17.0,22.0,20.0,Louisiana State University at Alexandria,Alexandria,LA,Southeast,Bachelor,Bachelor
34705.0,11954.0,28631.0,600.0,580.0,680.0,660.0,1285.0,24.0,30.0,26.0,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,LA,Southeast,Bachelor,Graduate
17346.0,4730.0,10094.0,,,,,,,,,Louisiana State University-Eunice,Eunice,LA,Southeast,Associate,Associate
19461.0,7518.0,7518.0,515.0,485.0,605.0,590.0,1090.0,18.0,24.0,23.0,Louisiana State University-Shreveport,Shreveport,LA,Southeast,Bachelor,Graduate
33791.0,20266.0,20266.0,,,,,,,,21.0,Louisiana Christian University,Pineville,LA,Southeast,Bachelor,Graduate
24280.0,10125.0,16866.0,550.0,550.0,630.0,680.0,1191.0,21.0,27.0,25.0,Louisiana Tech University,Ruston,LA,Southeast,Bachelor,Graduate
64157.0,49440.0,49440.0,,,,,,,,,Loyola University New Orleans,New Orleans,LA,Southeast,Bachelor,Graduate
22810.0,8489.0,9989.0,490.0,450.0,610.0,588.0,1087.0,18.0,23.0,22.0,McNeese State University,Lake Charles,LA,Southeast,Bachelor,Graduate
23431.0,9172.0,14008.0,480.0,455.0,616.0,625.0,1052.0,17.0,23.0,21.0,University of New Orleans,New Orleans,LA,Southeast,Bachelor,Graduate
21660.0,12468.0,12468.0,,,,,,,,,New Orleans Baptist Theological Seminary,New Orleans,LA,Southeast,Bachelor,Graduate
23481.0,8149.0,9242.0,472.0,462.0,608.0,588.0,1090.0,19.0,24.0,23.0,Nicholls State University,Thibodaux,LA,Southeast,Bachelor,Graduate
24932.0,9190.0,21290.0,540.0,620.0,630.0,730.0,1116.0,18.0,24.0,22.0,University of Louisiana at Monroe,Monroe,LA,Southeast,Bachelor,Graduate
16807.0,4109.0,4109.0,,,,,,,,,Northwest Louisiana Technical Community College,Minden,LA,Southeast,Certificate,Associate
25431.0,8864.0,19652.0,448.0,418.0,610.0,553.0,1088.0,18.0,24.0,19.0,Northwestern State University of Louisiana,Natchitoches,LA,Southeast,Bachelor,Graduate
27541.0,16576.0,16576.0,,,,,,,,19.0,University of Holy Cross,New Orleans,LA,Southeast,Bachelor,Graduate
28490.0,18310.0,18310.0,,,,,,,,21.0,Franciscan Missionaries of Our Lady University,Baton Rouge,LA,Southeast,Bachelor,Graduate
49944.0,28025.0,28025.0,,,,,,,,,Saint Joseph Seminary College,St. Benedict,LA,Southeast,Bachelor,Bachelor
17452.0,4219.0,4219.0,,,,,,,,,Fletcher Technical Community College,Schriever,LA,Southeast,Certificate,Associate
35661.0,16312.0,16312.0,,,,,,,,,Remington College-Lafayette Campus,Lafayette,LA,Southeast,Certificate,Associate
15578.0,4305.0,4305.0,,,,,,,,,SOWELA Technical Community College,Lake Charles,LA,Southeast,Certificate,Associate
23604.0,8373.0,20851.0,,,,,1090.0,18.0,24.0,,Southeastern Louisiana University,Hammond,LA,Southeast,Bachelor,Graduate
26341.0,9922.0,17272.0,410.0,380.0,530.0,490.0,942.0,15.0,19.0,17.0,Southern University and A & M College,Baton Rouge,LA,Southeast,Bachelor,Graduate
23905.0,8054.0,16954.0,410.0,410.0,540.0,510.0,944.0,15.0,20.0,,Southern University at New Orleans,New Orleans,LA,Southeast,Bachelor,Graduate
17017.0,4958.0,4958.0,,,,,,,,,Southern University at Shreveport,Shreveport,LA,Southeast,Associate,Associate
24884.0,10418.0,24146.0,570.0,550.0,630.0,610.0,1219.0,23.0,28.0,22.0,University of Louisiana at Lafayette,Lafayette,LA,Southeast,Bachelor,Graduate
17553.0,4299.0,4299.0,,,,,,,,,Northshore Technical Community College,Lacombe,LA,Southeast,Certificate,Associate
87004.0,68678.0,68678.0,700.0,700.0,750.0,770.0,1448.0,31.0,34.0,32.0,Tulane University of Louisiana,New Orleans,LA,Southeast,Bachelor,Graduate
40434.0,28733.0,28733.0,500.0,450.0,560.0,553.0,1080.0,19.0,24.0,23.0,Xavier University of Louisiana,New Orleans,LA,Southeast,Bachelor,Graduate
58266.0,47997.0,47997.0,660.0,580.0,730.0,700.0,1370.0,,,,College of the Atlantic,Bar Harbor,ME,Northeast,Bachelor,Graduate
83532.0,66590.0,66590.0,710.0,710.0,750.0,780.0,1468.0,31.0,34.0,,Bates College,Lewiston,ME,Northeast,Bachelor,Bachelor
85100.0,67832.0,67832.0,730.0,740.0,770.0,780.0,1520.0,33.0,35.0,,Bowdoin College,Brunswick,ME,Northeast,Bachelor,Bachelor
26827.0,20952.0,20952.0,,,,,,,,,Maine College of Health Professions,Lewiston,ME,Northeast,Associate,Bachelor
15063.0,4140.0,7020.0,,,,,,,,,Central Maine Community College,Auburn,ME,Northeast,Associate,Associate
85420.0,69600.0,69600.0,720.0,740.0,760.0,790.0,1501.0,32.0,34.0,33.0,Colby College,Waterville,ME,Northeast,Bachelor,Bachelor
16791.0,4156.0,7036.0,,,,,,,,,Eastern Maine Community College,Bangor,ME,Northeast,Associate,Associate
12149.0,4156.0,7036.0,,,,,,,,,Kennebec Valley Community College,Fairfield,ME,Northeast,Associate,Associate
42868.0,29060.0,29060.0,,,,,,,,,The Landing School,Arundel,ME,Northeast,Certificate,Associate
19052.0,8888.0,22178.0,,,,,,,,,University of Maine at Augusta,Augusta,ME,Northeast,Bachelor,Graduate
25822.0,11308.0,23878.0,485.0,510.0,605.0,640.0,1130.0,,,,University of Maine at Farmington,Farmington,ME,Northeast,Bachelor,Graduate
18703.0,9420.0,14880.0,,,,,,,,,University of Maine at Fort Kent,Fort Kent,ME,Northeast,Bachelor,Graduate
27328.0,13326.0,36756.0,,,,,,,,26.0,University of Maine,Orono,ME,Northeast,Bachelor,Graduate
31046.0,15158.0,31102.0,565.0,530.0,625.0,635.0,1166.0,21.0,26.0,,Maine Maritime Academy,Castine,ME,Northeast,Bachelor,Graduate
19113.0,9402.0,14862.0,,,,,,,,,University of Maine at Presque Isle,Presque Isle,ME,Northeast,Bachelor,Graduate
63245.0,44210.0,44210.0,,,,,,,,,University of New England,Biddeford,ME,Northeast,Bachelor,Graduate
15918.0,4156.0,7036.0,,,,,,,,,Northern Maine Community College,Presque Isle,ME,Northeast,Associate,Associate
60128.0,42942.0,42942.0,,,,,,,,,Maine College of Art & Design,Portland,ME,Northeast,Bachelor,Graduate
59782.0,44420.0,44420.0,500.0,460.0,590.0,560.0,1040.0,,,,Saint Joseph's College of Maine,Standish,ME,Northeast,Bachelor,Graduate
18531.0,4156.0,7036.0,,,,,,,,,Southern Maine Community College,South Portland,ME,Northeast,Associate,Associate
23717.0,11284.0,27944.0,500.0,490.0,650.0,600.0,1116.0,24.0,28.0,22.0,University of Southern Maine,Portland,ME,Northeast,Bachelor,Graduate
47198.0,31824.0,31824.0,,,,,,,,,Thomas College,Waterville,ME,Northeast,Bachelor,Graduate
21931.0,12640.0,12640.0,,,,,,,,,Unity Environmental University,New Gloucester,ME,Northeast,Bachelor,Graduate
13731.0,4156.0,7036.0,,,,,,,,,Washington County Community College,Calais,ME,Northeast,Certificate,Associate
16170.0,4938.0,12618.0,,,,,,,,,Allegany College of Maryland,Cumberland,MD,Northeast,Associate,Associate
19841.0,4322.0,11522.0,,,,,,,,,Anne Arundel Community College,Arnold,MD,Northeast,Associate,Associate
22790.0,3314.0,7394.0,,,,,,,,,Baltimore City Community College,Baltimore,MD,Northeast,Associate,Associate
26406.0,9992.0,23984.0,370.0,370.0,650.0,680.0,940.0,,,19.0,University of Baltimore,Baltimore,MD,Northeast,Bachelor,Graduate
25220.0,9218.0,19938.0,,,,,,,,19.0,Bowie State University,Bowie,MD,Northeast,Bachelor,Graduate
42471.0,27592.0,27592.0,,,,,,,,,Capitol Technology University,Laurel,MD,Northeast,Bachelor,Graduate
14700.0,5640.0,10830.0,,,,,,,,,Cecil College,North East,MD,Northeast,Associate,Associate
13681.0,4200.0,10050.0,,,,,,,,,College of Southern Maryland,La Plata,MD,Northeast,Certificate,Associate
10751.0,4274.0,8768.0,,,,,,,,,Chesapeake College,Wye Mills,MD,Northeast,Associate,Associate
34309.0,26604.0,26604.0,450.0,410.0,580.0,550.0,980.0,,,,Washington Adventist University,Takoma Park,MD,Northeast,Bachelor,Graduate
23748.0,7100.0,14024.0,460.0,420.0,510.0,510.0,975.0,,,,Coppin State University,Baltimore,MD,Northeast,Bachelor,Graduate
14798.0,3849.0,10042.0,,,,,,,,,Frederick Community College,Frederick,MD,Northeast,Associate,Associate
27056.0,10220.0,25814.0,,,,,,,,21.0,Frostburg State University,Frostburg,MD,Northeast,Bachelor,Graduate
14342.0,4144.0,12040.0,,,,,,,,,Garrett College,McHenry,MD,Northeast,Associate,Associate
70544.0,53350.0,53350.0,560.0,530.0,680.0,645.0,1248.0,27.0,30.0,28.0,Goucher College,Baltimore,MD,Northeast,Bachelor,Graduate
12747.0,4320.0,8190.0,,,,,,,,,Hagerstown Community College,Hagerstown,MD,Northeast,Associate,Associate
13821.0,4032.0,8832.0,,,,,,,,,Harford Community College,Bel Air,MD,Northeast,Associate,Associate
61219.0,47700.0,47700.0,,,,,,,,,Hood College,Frederick,MD,Northeast,Bachelor,Graduate
16774.0,4080.0,9624.0,,,,,,,,,Howard Community College,Columbia,MD,Northeast,Associate,Associate
85947.0,65230.0,65230.0,740.0,780.0,770.0,800.0,1553.0,34.0,36.0,,Johns Hopkins University,Baltimore,MD,Northeast,Bachelor,Graduate
74055.0,57150.0,57150.0,620.0,580.0,690.0,680.0,1290.0,28.0,32.0,,Loyola University Maryland,Baltimore,MD,Northeast,Bachelor,Graduate
25400.0,8136.0,12336.0,,,,,,,,,University of Maryland Global Campus,Adelphi,MD,Northeast,Bachelor,Graduate
28576.0,13256.0,31275.0,630.0,610.0,700.0,720.0,1323.0,25.0,31.0,28.0,University of Maryland-Baltimore County,Baltimore,MD,Northeast,Bachelor,Graduate
29299.0,11809.0,41186.0,690.0,710.0,750.0,780.0,1473.0,32.0,35.0,32.0,University of Maryland-College Park,College Park,MD,Northeast,Bachelor,Graduate
76860.0,56800.0,56800.0,570.0,508.0,670.0,635.0,1258.0,25.0,33.0,,Maryland Institute College of Art,Baltimore,MD,Northeast,Bachelor,Graduate
25941.0,9076.0,20122.0,,,,,,,,,University of Maryland Eastern Shore,Princess Anne,MD,Northeast,Bachelor,Graduate
15298.0,5394.0,14250.0,,,,,,,,,Montgomery College,Rockville,MD,Northeast,Associate,Associate
25413.0,8229.0,19124.0,400.0,440.0,520.0,550.0,971.0,16.0,21.0,18.0,Morgan State University,Baltimore,MD,Northeast,Bachelor,Graduate
63731.0,48630.0,48630.0,543.0,503.0,660.0,620.0,1176.0,19.0,27.0,,Mount St. Mary's University,Emmitsburg,MD,Northeast,Bachelor,Graduate
26750.0,10600.0,10600.0,,,,,,,,,Ner Israel Rabbinical College,Pikesville,MD,Northeast,Bachelor,Graduate
59320.0,43360.0,43360.0,,,,,,,,,Notre Dame of Maryland University,Baltimore,MD,Northeast,Bachelor,Graduate
15544.0,4034.0,8762.0,,,,,,,,,Prince George's Community College,Largo,MD,Northeast,Associate,Associate
28310.0,11084.0,22174.0,600.0,580.0,670.0,650.0,1252.0,20.0,29.0,,Salisbury University,Salisbury,MD,Northeast,Bachelor,Graduate
31865.0,15298.0,31374.0,590.0,553.0,690.0,650.0,1261.0,26.0,31.0,29.0,St. Mary's College of Maryland,St. Mary's City,MD,Northeast,Bachelor,Graduate
55540.0,40684.0,40684.0,680.0,590.0,750.0,690.0,1372.0,27.0,32.0,29.0,St. John's College,Annapolis,MD,Northeast,Bachelor,Graduate
28535.0,11728.0,29820.0,490.0,460.0,635.0,600.0,1095.0,19.0,27.0,24.0,Towson University,Towson,MD,Northeast,Bachelor,Graduate
58394.0,40560.0,40560.0,,,,,,,,,Stevenson University,Owings Mills,MD,Northeast,Bachelor,Graduate
73314.0,55326.0,55326.0,580.0,560.0,710.0,680.0,1280.0,27.0,31.0,,Washington College,Chestertown,MD,Northeast,Bachelor,Bachelor
65294.0,52081.0,52081.0,,,,,,,,,McDaniel College,Westminster,MD,Northeast,Bachelor,Graduate
15190.0,3840.0,8400.0,,,,,,,,,Wor-Wic Community College,Salisbury,MD,Northeast,Associate,Associate
79075.0,57160.0,57160.0,,,,,,,,,Hult International Business School,Cambridge,MA,Northeast,Bachelor,Graduate
59270.0,44230.0,44230.0,,,,,,,,,American International College,Springfield,MA,Northeast,Bachelor,Graduate
87640.0,70480.0,70480.0,740.0,750.0,780.0,800.0,1533.0,33.0,35.0,33.0,Amherst College,Amherst,MA,Northeast,Bachelor,Bachelor
61888.0,44571.0,44571.0,,,,,,,,,Anna Maria College,Paxton,MA,Northeast,Bachelor,Graduate
65551.0,51356.0,51356.0,,,,,,,,,Assumption University,Worcester,MA,Northeast,Bachelor,Graduate
80192.0,57152.0,57152.0,670.0,720.0,740.0,790.0,1457.0,31.0,34.0,32.0,Babson College,Wellesley,MA,Northeast,Bachelor,Graduate
23370.0,14304.0,14304.0,,,,,,,,,Boston Baptist College,Boston,MA,Northeast,Bachelor,Bachelor
47308.0,38302.0,38302.0,490.0,520.0,610.0,600.0,1120.0,,,,Bay Path University,Longmeadow,MA,Northeast,Bachelor,Graduate
79548.0,61000.0,61000.0,630.0,650.0,700.0,730.0,1352.0,28.0,31.0,30.0,Bentley University,Waltham,MA,Northeast,Bachelor,Graduate
72700.0,52040.0,52040.0,,,,,,,,,Berklee College of Music,Boston,MA,Northeast,Bachelor,Graduate
18062.0,6164.0,11468.0,,,,,,,,,Berkshire Community College,Pittsfield,MA,Northeast,Associate,Associate
40343.0,27470.0,27470.0,,,,,,,,,Boston Architectural College,Boston,MA,Northeast,Certificate,Graduate
89493.0,70702.0,70702.0,710.0,730.0,760.0,780.0,1507.0,33.0,35.0,34.0,Boston College,Chestnut Hill,MA,Northeast,Bachelor,Graduate
86285.0,68102.0,68102.0,690.0,730.0,750.0,780.0,1480.0,32.0,34.0,33.0,Boston University,Boston,MA,Northeast,Bachelor,Graduate
86448.0,68080.0,68080.0,690.0,700.0,750.0,770.0,1462.0,31.0,34.0,33.0,Brandeis University,Waltham,MA,Northeast,Bachelor,Graduate
26160.0,11808.0,17948.0,550.0,510.0,650.0,613.0,1180.0,25.0,30.0,24.0,Bridgewater State University,Bridgewater,MA,Northeast,Bachelor,Graduate
12168.0,5832.0,10776.0,,,,,,,,,Bristol Community College,Fall River,MA,Northeast,Associate,Associate
14899.0,6168.0,11112.0,,,,,,,,,Bunker Hill Community College,Boston,MA,Northeast,Associate,Associate
34072.0,18378.0,18378.0,,,,,,,,,Cambridge College,Boston,MA,Northeast,Bachelor,Graduate
15053.0,6000.0,10944.0,,,,,,,,,Cape Cod Community College,West Barnstable,MA,Northeast,Associate,Associate
36863.0,30618.0,30618.0,,,,,,,,,Laboure College of Healthcare,Milton,MA,Northeast,Associate,Bachelor
68432.0,58867.0,58867.0,658.0,630.0,740.0,720.0,1370.0,30.0,33.0,29.0,Clark University,Worcester,MA,Northeast,Bachelor,Graduate
64020.0,47970.0,47970.0,530.0,520.0,620.0,610.0,1125.0,,,,Curry College,Milton,MA,Northeast,Bachelor,Graduate
64889.0,46526.0,46526.0,,,,,,,,,Dean College,Franklin,MA,Northeast,Bachelor,Bachelor
80399.0,57056.0,57056.0,660.0,610.0,720.0,700.0,1358.0,29.0,32.0,30.0,Emerson College,Boston,MA,Northeast,Bachelor,Graduate
65252.0,48550.0,48550.0,600.0,570.0,670.0,670.0,1250.0,,,29.0,Emmanuel College,Boston,MA,Northeast,Bachelor,Graduate
59328.0,40650.0,40650.0,610.0,583.0,680.0,660.0,1274.0,25.0,30.0,,Endicott College,Beverly,MA,Northeast,Bachelor,Graduate
53921.0,35689.0,35689.0,,,,,,,,20.0,Fisher College,Boston,MA,Northeast,Bachelor,Graduate
