latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.admissions.sat_scores.25th_percentile.critical_reading,latest.admissions.sat_scores.25th_percentile.math,latest.admissions.sat_scores.75th_percentile.critical_reading,latest.admissions.sat_scores.75th_percentile.math,latest.admissions.sat_scores.average.overall,latest.admissions.act_scores.25th_percentile.cumulative,latest.admissions.act_scores.75th_percentile.cumulative,latest.admissions.act_scores.midpoint.cumulative,school.name,school.degrees_awarded.predominant,school.degrees_awarded.highest
68224.0,53676.0,53676.0,680.0,660.0,750.0,750.0,1416.0,31.0,34.0,31.0,Trinity University,Bachelor,Graduate
16654.0,2400.0,4512.0,,,,,,,,,Tyler Junior College,Associate,Bachelor
14564.0,3720.0,6120.0,,,,,,,,,Vernon College,Associate,Associate
10514.0,2976.0,5328.0,,,,,,,,,Victoria College,Associate,Associate
36323.0,23782.0,23782.0,,,,,,,,,Wayland Baptist University,Bachelor,Graduate
15978.0,5250.0,10860.0,,,,,,,,,Weatherford College,Associate,Bachelor
23482.0,9101.0,10996.0,480.0,470.0,590.0,580.0,1050.0,18.0,23.0,21.0,West Texas A & M University,Bachelor,Graduate
13335.0,3300.0,6150.0,,,,,,,,,Western Texas College,Associate,Associate
11463.0,3192.0,5904.0,,,,,,,,,Wharton County Junior College,Associate,Associate
19097.0,12500.0,12500.0,,,,,,,,,Wiley University,Bachelor,Bachelor
22690.0,6688.0,6688.0,640.0,630.0,730.0,730.0,1376.0,28.0,32.0,29.0,Brigham Young University,Bachelor,Graduate
25098.0,6630.0,6630.0,480.0,480.0,620.0,570.0,1130.0,21.0,25.0,24.0,Brigham Young University-Hawaii,Bachelor,Bachelor
20763.0,6306.0,18246.0,,,,,,,,,Utah Tech University,Certificate,Graduate
33765.0,16548.0,16548.0,,,,,,,,,Eagle Gate College-Murray,Bachelor,Graduate
14145.0,4004.0,4004.0,,,,,,,,,Ensign College,Certificate,Bachelor
12514.0,4338.0,14288.0,,,,,,,,,Snow College,Associate,Bachelor
19416.0,6962.0,21192.0,,,,,,,,23.0,Southern Utah University,Associate,Graduate
21654.0,9228.0,24802.0,540.0,530.0,650.0,640.0,1187.0,20.0,28.0,25.0,Utah State University,Certificate,Graduate
14765.0,6507.0,18489.0,,,,,,,,,Utah Valley University,Associate,Graduate
14417.0,4426.0,14244.0,,,,,,,,,Salt Lake Community College,Associate,Associate
25557.0,9620.0,30860.0,600.0,590.0,690.0,690.0,1257.0,22.0,29.0,26.0,University of Utah,Bachelor,Graduate
16035.0,6557.0,17545.0,,,,,,,,,Weber State University,Associate,Graduate
57616.0,43528.0,43528.0,540.0,530.0,670.0,640.0,1220.0,23.0,29.0,27.0,Westminster University,Bachelor,Graduate
87284.0,66262.0,66262.0,703.0,588.0,750.0,653.0,1364.0,30.0,32.0,,Bennington College,Bachelor,Graduate
65009.0,47850.0,47850.0,620.0,600.0,700.0,680.0,1312.0,26.0,29.0,,Champlain College,Bachelor,Graduate
21123.0,6920.0,13640.0,,,,,,,,,Community College of Vermont,Associate,Associate
85880.0,67600.0,67600.0,720.0,725.0,760.0,790.0,1508.0,33.0,35.0,33.0,Middlebury College,Bachelor,Graduate
67357.0,49740.0,49740.0,540.0,520.0,650.0,670.0,1190.0,,,,Norwich University,Bachelor,Graduate
69079.0,51450.0,51450.0,570.0,550.0,660.0,620.0,1245.0,26.0,31.0,,Saint Michael's College,Bachelor,Graduate
54410.0,40760.0,40760.0,,,,,,,,,Sterling College,Bachelor,Bachelor
25988.0,11952.0,22296.0,,,,,,,,,Vermont State University,Bachelor,Graduate
35649.0,19058.0,45502.0,660.0,630.0,730.0,710.0,1374.0,30.0,32.0,31.0,University of Vermont,Bachelor,Graduate
23713.0,14568.0,14568.0,,,,,,,,,Advanced Technology Institute,Certificate,Associate
53460.0,38550.0,38550.0,448.0,478.0,583.0,560.0,1135.0,15.0,28.0,20.0,Averett University,Bachelor,Graduate
20788.0,5646.0,12084.0,,,,,,,,,Blue Ridge Community College,Certificate,Associate
42539.0,26770.0,26770.0,,,,,,,,,Bluefield University,Bachelor,Graduate
58702.0,16090.0,16090.0,550.0,470.0,680.0,680.0,1180.0,,,25.0,Bridgewater College,Bachelor,Graduate
43035.0,25914.0,51038.0,710.0,690.0,760.0,770.0,1473.0,32.0,34.0,33.0,William & Mary,Bachelor,Graduate
32838.0,21650.0,21650.0,530.0,460.0,650.0,600.0,1153.0,19.0,26.0,26.0,Regent University,Bachelor,Graduate
12829.0,5157.0,11595.0,,,,,,,,,Central Virginia Community College,Certificate,Associate
33766.0,16828.0,31178.0,550.0,510.0,660.0,630.0,1180.0,25.0,30.0,27.0,Christopher Newport University,Bachelor,Graduate
23803.0,18489.0,18489.0,,,,,,,,,Bryant & Stratton College-Virginia Beach,Associate,Bachelor
12565.0,5022.0,11460.0,,,,,,,,,Mountain Gateway Community College,Certificate,Associate
14126.0,4992.0,11430.0,,,,,,,,,Danville Community College,Certificate,Associate
52854.0,39000.0,39000.0,548.0,503.0,640.0,583.0,1135.0,20.0,26.0,,Emory & Henry University,Bachelor,Graduate
56756.0,43920.0,43920.0,,,,,,,,30.0,Eastern Mennonite University,Bachelor,Graduate
10998.0,5082.0,11520.0,,,,,,,,,Eastern Shore Community College,Certificate,Associate
54526.0,28520.0,28520.0,,,,,,,,21.0,Ferrum College,Bachelor,Graduate
28604.0,14220.0,38688.0,580.0,580.0,680.0,680.0,1274.0,25.0,30.0,28.0,George Mason University,Bachelor,Graduate
12249.0,5257.0,11648.0,,,,,,,,,Germanna Community College,Certificate,Associate
70325.0,54550.0,54550.0,520.0,510.0,640.0,610.0,1207.0,23.0,28.0,24.0,Hampden-Sydney College,Bachelor,Bachelor
46027.0,30592.0,30592.0,411.0,379.0,558.0,532.0,969.0,13.0,22.0,,Hampton University,Bachelor,Graduate
58698.0,43560.0,43560.0,610.0,540.0,700.0,640.0,1230.0,,,,Hollins University,Bachelor,Graduate
12428.0,5280.0,11718.0,,,,,,,,,J Sargeant Reynolds Community College,Associate,Associate
31735.0,14250.0,31604.0,600.0,570.0,680.0,660.0,1256.0,24.0,29.0,27.0,James Madison University,Bachelor,Graduate
12196.0,5082.0,11520.0,,,,,,,,,Brightpoint Community College,Associate,Associate
42025.0,22465.0,22465.0,,,,,,,,,Liberty University,Bachelor,Graduate
34588.0,15744.0,27978.0,530.0,500.0,630.0,580.0,1120.0,19.0,26.0,20.0,Longwood University,Bachelor,Graduate
12110.0,5072.0,11510.0,,,,,,,,,Laurel Ridge Community College,Certificate,Associate
50067.0,36750.0,36750.0,520.0,460.0,620.0,610.0,1125.0,,,,University of Lynchburg,Bachelor,Graduate
45935.0,34152.0,34152.0,,,,,,,,,Mary Baldwin University,Bachelor,Graduate
31137.0,14640.0,27560.0,610.0,560.0,710.0,660.0,1272.0,27.0,31.0,29.0,University of Mary Washington,Bachelor,Graduate
57184.0,40920.0,40920.0,,,,,,,,,Marymount University,Bachelor,Graduate
15605.0,5007.0,11445.0,,,,,,,,,Mountain Empire Community College,Certificate,Associate
25159.0,10961.0,10961.0,,,,,,,,,American National University,Associate,Graduate
13864.0,4979.0,11417.0,,,,,,,,,New River Community College,Certificate,Associate
31796.0,16337.0,16337.0,,,,,,,,,Tidewater Tech-Trades,Certificate,Certificate
26633.0,10180.0,21682.0,430.0,393.0,520.0,510.0,927.0,16.0,22.0,18.0,Norfolk State University,Bachelor,Graduate
17153.0,5891.0,12409.0,,,,,,,,,Northern Virginia Community College,Associate,Associate
29446.0,12750.0,33780.0,570.0,530.0,650.0,630.0,1197.0,24.0,29.0,24.0,Old Dominion University,Bachelor,Graduate
12043.0,5002.0,11440.0,,,,,,,,,Patrick & Henry Community College,Associate,Associate
10577.0,5012.0,11450.0,,,,,,,,,Paul D Camp Community College,Associate,Associate
13297.0,5072.0,11510.0,,,,,,,,,Piedmont Virginia Community College,Associate,Associate
28405.0,12548.0,25633.0,490.0,450.0,600.0,560.0,1060.0,19.0,26.0,21.0,Radford University,Bachelor,Graduate
63985.0,49466.0,49466.0,500.0,480.0,630.0,590.0,1095.0,21.0,27.0,,Randolph-Macon College,Bachelor,Bachelor
45040.0,30310.0,30310.0,550.0,550.0,620.0,590.0,1134.0,19.0,26.0,25.0,Randolph College,Bachelor,Graduate
12333.0,5102.0,11540.0,,,,,,,,,Rappahannock Community College,Certificate,Associate
32005.0,14801.0,14801.0,,,,,,,,,Fortis College-Norfolk,Certificate,Associate
24206.0,9090.0,14970.0,,,,,,,,,Richard Bland College,Associate,Associate
80961.0,65230.0,65230.0,700.0,710.0,750.0,780.0,1497.0,33.0,35.0,,University of Richmond,Bachelor,Graduate
27018.0,17250.0,17250.0,,,,,,,,,Riverside College of Health Careers,Associate,Bachelor
54283.0,38068.0,38068.0,560.0,530.0,660.0,640.0,1211.0,24.0,31.0,25.0,Roanoke College,Bachelor,Graduate
51928.0,36950.0,36950.0,,,,,,,,,Shenandoah University,Bachelor,Graduate
21203.0,11739.0,11739.0,,,,,,,,,Southeastern Free Will Baptist Bible College,Bachelor,Bachelor
34431.0,21280.0,21280.0,,,,,,,,22.0,Southern Virginia University,Bachelor,Bachelor
14036.0,5007.0,11445.0,,,,,,,,,Southside Virginia Community College,Certificate,Associate
13775.0,5075.0,11513.0,,,,,,,,,Southwest Virginia Community College,Certificate,Associate
25158.0,13920.0,13920.0,,,,,,,,,Strayer University-Virginia,Bachelor,Graduate
43898.0,26160.0,26160.0,560.0,540.0,670.0,640.0,1230.0,,,25.0,Sweet Briar College,Bachelor,Bachelor
13576.0,5088.0,11526.0,,,,,,,,,Virginia Peninsula Community College,Associate,Associate
19788.0,5588.0,12296.0,,,,,,,,,Tidewater Community College,Associate,Associate
26593.0,11780.0,28010.0,520.0,425.0,580.0,540.0,1050.0,18.0,22.0,22.0,University of Virginia's College at Wise,Bachelor,Bachelor
12955.0,5022.0,11460.0,,,,,,,,,Virginia Highlands Community College,Certificate,Associate
36951.0,15948.0,37764.0,640.0,640.0,710.0,740.0,1364.0,28.0,32.0,29.0,Virginia Polytechnic Institute and State University,Bachelor,Graduate
11768.0,5400.0,11838.0,,,,,,,,,Virginia Western Community College,Certificate,Associate
38954.0,16945.0,40109.0,520.0,490.0,650.0,620.0,1137.0,22.0,30.0,25.0,Virginia Commonwealth University,Bachelor,Graduate
39926.0,21803.0,59512.0,700.0,710.0,760.0,780.0,1480.0,32.0,35.0,34.0,University of Virginia-Main Campus,Bachelor,Graduate
34824.0,21046.0,52638.0,550.0,500.0,630.0,640.0,1244.0,24.0,31.0,25.0,Virginia Military Institute,Bachelor,Bachelor
25328.0,11360.0,11360.0,,,,,,,,,Virginia University of Lynchburg,Associate,Graduate
27661.0,10043.0,22650.0,440.0,400.0,550.0,520.0,948.0,14.0,20.0,18.0,Virginia State University,Bachelor,Graduate
29075.0,17450.0,17450.0,450.0,400.0,475.0,410.0,850.0,,,16.0,Virginia Union University,Bachelor,Graduate
51255.0,37500.0,37500.0,,,,,,,,29.0,Virginia Wesleyan University,Bachelor,Graduate
87000.0,68045.0,68045.0,710.0,720.0,760.0,780.0,1498.0,33.0,34.0,34.0,Washington and Lee University,Bachelor,Graduate
12111.0,5007.0,11445.0,,,,,,,,,Wytheville Community College,Certificate,Associate
20309.0,4436.0,10502.0,,,,,,,,,Bellevue College,Associate,Bachelor
16104.0,4431.0,5809.0,,,,,,,,,Bellingham Technical College,Certificate,Bachelor
21661.0,5059.0,5619.0,,,,,,,,,Big Bend Community College,Associate,Bachelor
28816.0,9417.0,27526.0,,,,,,,,,Central Washington University,Bachelor,Graduate
19910.0,5266.0,5651.0,,,,,,,,,Centralia College,Associate,Bachelor
19668.0,5233.0,11183.0,,,,,,,,,Clark College,Associate,Bachelor
18882.0,6634.0,6634.0,,,,,,,,,Clover Park Technical College,Certificate,Bachelor
18261.0,6555.0,8668.0,,,,,,,,,Columbia Basin College,Associate,Bachelor
60273.0,41684.0,41684.0,,,,,,,,,Cornish College of the Arts,Bachelor,Bachelor
24478.0,8586.0,25959.0,,,,,,,,,Eastern Washington University,Bachelor,Graduate
20062.0,4810.0,10875.0,,,,,,,,,Edmonds College,Associate,Bachelor
20451.0,5032.0,11171.0,,,,,,,,,Everett Community College,Associate,Associate
28477.0,9264.0,31905.0,540.0,495.0,663.0,590.0,1216.0,23.0,29.0,23.0,The Evergreen State College,Bachelor,Graduate
18085.0,5418.0,5976.0,,,,,,,,,Pierce College District,Associate,Bachelor
73178.0,55480.0,55480.0,600.0,590.0,700.0,680.0,1335.0,27.0,31.0,29.0,Gonzaga University,Bachelor,Graduate
15708.0,5593.0,12553.0,,,,,,,,,Grays Harbor College,Associate,Bachelor
22040.0,4711.0,5263.0,,,,,,,,,Green River College,Associate,Bachelor
31209.0,20928.0,20928.0,,,,,,,,,Heritage University,Bachelor,Graduate
18812.0,4772.0,5332.0,,,,,,,,,Highline College,Associate,Bachelor
18837.0,6027.0,12165.0,,,,,,,,,Bates Technical College,Certificate,Associate
16339.0,5997.0,12062.0,,,,,,,,,Lake Washington Institute of Technology,Certificate,Bachelor
16169.0,4626.0,6003.0,,,,,,,,,Lower Columbia College,Associate,Bachelor
18943.0,5238.0,5796.0,,,,,,,,,North Seattle College,Certificate,Bachelor
50501.0,36035.0,36035.0,540.0,500.0,700.0,650.0,1150.0,,,28.0,Northwest University,Bachelor,Graduate
15585.0,4197.0,9740.0,,,,,,,,,Olympic College,Associate,Bachelor
62459.0,52254.0,52254.0,540.0,500.0,660.0,600.0,1168.0,22.0,28.0,25.0,Pacific Lutheran University,Bachelor,Graduate
18514.0,4718.0,5270.0,,,,,,,,,Peninsula College,Certificate,Bachelor
78378.0,62898.0,62898.0,610.0,560.0,710.0,670.0,1296.0,27.0,31.0,29.0,University of Puget Sound,Bachelor,Graduate
17585.0,6308.0,7369.0,,,,,,,,,Renton Technical College,Certificate,Bachelor
62449.0,45510.0,45510.0,510.0,515.0,610.0,620.0,1093.0,16.0,20.0,21.0,Saint Martin's University,Bachelor,Graduate
15385.0,5238.0,5796.0,,,,,,,,,South Seattle College,Certificate,Bachelor
17889.0,5184.0,5745.0,,,,,,,,,Seattle Central College,Associate,Bachelor
56826.0,40407.0,40407.0,,,,,,,,24.0,Seattle Pacific University,Bachelor,Graduate
72124.0,56721.0,56721.0,620.0,580.0,710.0,720.0,1307.0,23.0,30.0,28.0,Seattle University,Bachelor,Graduate
16671.0,5115.0,7905.0,,,,,,,,,Shoreline Community College,Associate,Associate
14866.0,5400.0,7500.0,,,,,,,,,Skagit Valley College,Associate,Bachelor
17888.0,5252.0,5813.0,,,,,,,,,South Puget Sound Community College,Associate,Associate
13839.0,5461.0,6612.0,,,,,,,,,Spokane Community College,Associate,Bachelor
15685.0,5461.0,6612.0,,,,,,,,,Spokane Falls Community College,Associate,Bachelor
16766.0,5507.0,11646.0,,,,,,,,,Tacoma Community College,Associate,Bachelor
19268.0,5279.0,6700.0,,,,,,,,,Walla Walla Community College,Associate,Bachelor
45903.0,34227.0,34227.0,,,,,,,,,Walla Walla University,Bachelor,Graduate
27648.0,13391.0,29950.0,,,,,,,,,Washington State University,Bachelor,Graduate
32446.0,12973.0,43209.0,,,,,,,,,University of Washington-Seattle Campus,Bachelor,Graduate
20827.0,5267.0,5636.0,,,,,,,,,Wenatchee Valley College,Associate,Bachelor
30359.0,9582.0,28707.0,590.0,560.0,710.0,680.0,1289.0,24.0,31.0,26.0,Western Washington University,Bachelor,Graduate
19672.0,5115.0,11037.0,,,,,,,,,Whatcom Community College,Associate,Bachelor
78092.0,64050.0,64050.0,670.0,640.0,740.0,740.0,1410.0,29.0,33.0,31.0,Whitman College,Bachelor,Bachelor
68516.0,52880.0,52880.0,550.0,540.0,670.0,660.0,1220.0,21.0,29.0,25.0,Whitworth University,Bachelor,Graduate
21199.0,5312.0,5873.0,,,,,,,,,Yakima Valley College,Associate,Bachelor
31423.0,18760.0,18760.0,470.0,408.0,583.0,523.0,1039.0,21.0,23.0,23.0,Appalachian Bible College,Bachelor,Graduate
50758.0,36765.0,36765.0,,,,,,,,22.0,Bethany College,Bachelor,Graduate
21839.0,10648.0,18376.0,440.0,430.0,540.0,540.0,989.0,17.0,22.0,20.0,Bluefield State University,Bachelor,Graduate
46470.0,33800.0,33800.0,,,,,,,,,University of Charleston,Bachelor,Graduate
20434.0,10664.0,22000.0,440.0,390.0,560.0,530.0,977.0,17.0,24.0,21.0,Concord University,Bachelor,Graduate
44888.0,31820.0,31820.0,,,,,,,,,Davis & Elkins College,Bachelor,Bachelor
20018.0,8708.0,18924.0,450.0,360.0,560.0,510.0,996.0,17.0,23.0,20.0,Fairmont State University,Bachelor,Graduate
23591.0,9578.0,11354.0,,,,,,,,,Glenville State University,Associate,Graduate
17951.0,10050.0,10050.0,,,,,,,,,Huntington Junior College,Associate,Associate
22022.0,9162.0,20342.0,480.0,430.0,590.0,560.0,1061.0,19.0,24.0,22.0,Marshall University,Bachelor,Graduate
9420.0,4612.0,9124.0,,,,,,,,,West Virginia University at Parkersburg,Associate,Bachelor
17619.0,5280.0,13200.0,,,,,,,,,Potomac State College of West Virginia University,Associate,Bachelor
18650.0,11900.0,11900.0,,,,,,,,,Salem University,Bachelor,Graduate
19601.0,9056.0,19082.0,468.0,410.0,600.0,540.0,1034.0,19.0,24.0,23.0,Shepherd University,Bachelor,Graduate
18725.0,5136.0,7872.0,,,,,,,,,Southern West Virginia Community and Technical College,Associate,Associate
19772.0,9570.0,14990.0,410.0,350.0,550.0,490.0,955.0,15.0,20.0,,West Virginia State University,Bachelor,Graduate
23809.0,8893.0,17442.0,470.0,420.0,580.0,543.0,1045.0,18.0,24.0,21.0,West Liberty University,Bachelor,Graduate
18907.0,8424.0,21072.0,460.0,420.0,570.0,550.0,1033.0,19.0,23.0,22.0,West Virginia University Institute of Technology,Bachelor,Bachelor
48190.0,34090.0,34090.0,472.0,420.0,600.0,560.0,1052.0,16.0,23.0,21.0,West Virginia Wesleyan College,Bachelor,Graduate
22249.0,14798.0,14798.0,,,,,,,,,West Virginia Junior College-Charleston,Associate,Associate
24052.0,14798.0,14798.0,,,,,,,,,West Virginia Junior College-Morgantown,Associate,Associate
13512.0,4706.0,12698.0,,,,,,,,,West Virginia Northern Community College,Associate,Associate
26415.0,10104.0,28608.0,520.0,490.0,620.0,600.0,1122.0,20.0,26.0,24.0,West Virginia University,Bachelor,Graduate
42504.0,29875.0,29875.0,,,,,,,,20.0,Wheeling University,Bachelor,Graduate
51362.0,34086.0,34086.0,,,,,,,,,Alverno College,Bachelor,Graduate
19434.0,4977.0,7255.0,,,,,,,,,Madison Area Technical College,Certificate,Graduate
42941.0,30952.0,30952.0,,,,,,,,22.0,Bellin College,Bachelor,Graduate
71365.0,60886.0,60886.0,590.0,610.0,720.0,710.0,1287.0,24.0,30.0,26.0,Beloit College,Bachelor,Bachelor
15522.0,4267.0,6061.0,,,,,,,,,Blackhawk Technical College,Certificate,Associate
52639.0,38890.0,38890.0,510.0,530.0,640.0,630.0,1190.0,21.0,27.0,25.0,Carroll University,Bachelor,Graduate
50822.0,38750.0,38750.0,,,,,1150.0,20.0,25.0,24.0,Carthage College,Bachelor,Graduate
53315.0,35470.0,35470.0,,,,,1190.0,22.0,28.0,23.0,Concordia University-Wisconsin,Bachelor,Graduate
50903.0,35860.0,35860.0,,,,,,,,,Edgewood College,Bachelor,Graduate
16862.0,5040.0,7283.0,,,,,,,,,Fox Valley Technical College,Certificate,Associate
16242.0,4956.0,7199.0,,,,,,,,,Gateway Technical College,Certificate,Associate
48840.0,33396.0,33396.0,,,,,,,,,Lakeland University,Bachelor,Graduate
14599.0,4844.0,7087.0,,,,,,,,,Lakeshore Technical College,Certificate,Associate
69849.0,56982.0,56982.0,610.0,590.0,710.0,710.0,1350.0,24.0,31.0,30.0,Lawrence University,Bachelor,Bachelor
37092.0,21550.0,21550.0,485.0,455.0,645.0,615.0,1170.0,20.0,28.0,24.0,Maranatha Baptist University,Bachelor,Graduate
44450.0,35178.0,35178.0,,,,,,,,21.0,Marian University,Bachelor,Graduate
66768.0,51170.0,51170.0,610.0,590.0,680.0,680.0,1310.0,26.0,31.0,28.0,Marquette University,Bachelor,Graduate
15840.0,5002.0,7171.0,,,,,,,,,Mid-State Technical College,Certificate,Associate
17359.0,5184.0,7427.0,,,,,,,,,Milwaukee Area Technical College,Certificate,Associate
53528.0,43743.0,43743.0,,,,,,,,,Milwaukee Institute of Art & Design,Bachelor,Bachelor
62648.0,50480.0,50480.0,,,,,,,,27.0,Milwaukee School of Engineering,Bachelor,Graduate
14583.0,4819.0,7084.0,,,,,,,,,Moraine Park Technical College,Certificate,Associate
49270.0,35420.0,35420.0,,,,,1020.0,18.0,21.0,19.0,Mount Mary University,Bachelor,Graduate
14072.0,4793.0,7066.0,,,,,,,,,Nicolet Area Technical College,Certificate,Associate
15768.0,4889.0,7132.0,,,,,,,,,Northcentral Technical College,Certificate,Associate
15436.0,4960.0,7233.0,,,,,,,,,Northeast Wisconsin Technical College,Certificate,Associate
56889.0,44403.0,44403.0,500.0,450.0,550.0,590.0,1104.0,18.0,25.0,24.0,Northland College,Bachelor,Bachelor
63540.0,51900.0,51900.0,510.0,470.0,680.0,590.0,1176.0,21.0,27.0,24.0,Ripon College,Bachelor,Bachelor
59422.0,45580.0,45580.0,525.0,508.0,680.0,610.0,1182.0,21.0,28.0,27.0,Saint Norbert College,Bachelor,Graduate
16662.0,4904.0,7147.0,,,,,,,,,Southwest Wisconsin Technical College,Certificate,Associate
45558.0,34250.0,34250.0,,,,,1190.0,22.0,26.0,23.0,Viterbo University,Bachelor,Graduate
16986.0,4844.0,7087.0,,,,,,,,,Chippewa Valley Technical College,Certificate,Associate
15531.0,4872.0,7115.0,,,,,,,,,Waukesha County Technical College,Certificate,Associate
16078.0,4820.0,7078.0,,,,,,,,,Western Technical College,Associate,Associate
18719.0,8616.0,18716.0,,,,,1050.0,17.0,24.0,21.0,University of Wisconsin-Whitewater,Bachelor,Graduate
14981.0,4926.0,7169.0,,,,,,,,,Northwood Technical College,Certificate,Associate
21705.0,9642.0,19228.0,,,,,1220.0,22.0,27.0,24.0,University of Wisconsin-Eau Claire,Bachelor,Graduate
19366.0,8700.0,17288.0,,,,,1120.0,18.0,24.0,22.0,University of Wisconsin-Green Bay,Bachelor,Graduate
19593.0,10070.0,19517.0,,,,,1220.0,22.0,27.0,24.0,University of Wisconsin-La Crosse,Bachelor,Graduate
48785.0,36110.0,36110.0,530.0,440.0,640.0,590.0,1239.0,23.0,29.0,25.0,Wisconsin Lutheran College,Bachelor,Graduate
19652.0,8532.0,16446.0,,,,,1090.0,18.0,25.0,21.0,University of Wisconsin-Oshkosh,Bachelor,Graduate
18199.0,8270.0,17429.0,,,,,1090.0,17.0,25.0,21.0,University of Wisconsin-Parkside,Bachelor,Graduate
27939.0,13450.0,13450.0,,,,,,,,,Herzing University-Madison,Certificate,Graduate
22797.0,10701.0,19265.0,,,,,1150.0,20.0,27.0,23.0,University of Wisconsin-Stout,Bachelor,Graduate
19860.0,8812.0,16726.0,,,,,1090.0,18.0,24.0,21.0,University of Wisconsin-Superior,Bachelor,Graduate
28679.0,11603.0,42103.0,670.0,710.0,740.0,780.0,1427.0,29.0,33.0,29.0,University of Wisconsin-Madison,Bachelor,Graduate
22756.0,10398.0,22398.0,,,,,1090.0,18.0,25.0,22.0,University of Wisconsin-Milwaukee,Bachelor,Graduate
21266.0,8644.0,17603.0,,,,,1190.0,21.0,28.0,23.0,University of Wisconsin-Platteville,Bachelor,Graduate
19781.0,9008.0,17470.0,,,,,1150.0,19.0,26.0,22.0,University of Wisconsin-River Falls,Bachelor,Graduate
20079.0,9488.0,18508.0,,,,,1150.0,20.0,26.0,22.0,University of Wisconsin-Stevens Point,Bachelor,Graduate
15256.0,4470.0,10770.0,,,,,,,,,Casper College,Associate,Associate
16891.0,4800.0,11100.0,,,,,,,,,Central Wyoming College,Associate,Bachelor
14076.0,4290.0,10590.0,,,,,,,,,Eastern Wyoming College,Associate,Associate
13504.0,4613.0,10913.0,,,,,,,,,Laramie County Community College,Associate,Bachelor
16898.0,4962.0,11262.0,,,,,,,,,Northwest College,Associate,Bachelor
17001.0,4830.0,11130.0,,,,,,,,,Northern Wyoming Community College District,Associate,Associate
14532.0,4230.0,10530.0,,,,,,,,,Western Wyoming Community College,Associate,Bachelor
24818.0,7768.0,24178.0,,,,,,,,,University of Wyoming,Bachelor,Graduate
10560.0,5300.0,5600.0,,,,,,,,,American Samoa Community College,Associate,Bachelor
10778.0,3414.0,4614.0,,,,,,,,,Guam Community College,Associate,Associate
14961.0,6110.0,11414.0,,,,,,,,,University of Guam,Bachelor,Graduate
10545.0,4038.0,5520.0,,,,,,,,,Northern Marianas College,Associate,Bachelor
11408.0,8306.0,8306.0,,,,,,,,,American Educational College,Certificate,Certificate
16834.0,8350.0,8350.0,,,,,,,,,Universidad Adventista de las Antillas,Bachelor,Graduate
12986.0,8280.0,8280.0,,,,,,,,,Atlantic University,Bachelor,Graduate
12976.0,5986.0,5986.0,,,,,,,,,Universidad Central de Bayamon,Bachelor,Graduate
13594.0,8400.0,8400.0,,,,,,,,,Columbia Central University-Caguas,Certificate,Graduate
18382.0,8505.0,8505.0,,,,,,,,,Albizu University-San Juan,Bachelor,Graduate
9835.0,8844.0,8844.0,,,,,,,,,Caribbean University-Bayamon,Certificate,Graduate
10710.0,8844.0,8844.0,,,,,,,,,Caribbean University-Carolina,Bachelor,Graduate
18678.0,6550.0,6550.0,,,,,,,,,Pontifical Catholic University of Puerto Rico-Arecibo,Bachelor,Graduate
20508.0,6650.0,6650.0,595.0,600.0,680.0,680.0,1300.0,,,,Pontifical Catholic University of Puerto Rico-Ponce,Bachelor,Graduate
19241.0,12900.0,12900.0,,,,,,,,,CEM College-San Juan,Certificate,Bachelor
11510.0,6660.0,6660.0,,,,,,,,,Universidad Teologica del Caribe,Bachelor,Graduate
6024.0,2580.0,2580.0,,,,,,,,,Colegio Universitario de San Juan,Bachelor,Bachelor
14214.0,7750.0,7750.0,,,,,,,,,Universidad Ana G. Mendez-Cupey Campus,Bachelor,Graduate
12920.0,3370.0,3850.0,,,,,,,,,Puerto Rico Conservatory of Music,Bachelor,Graduate
15680.0,7050.0,14125.0,,,,,,,,,EDP University of Puerto Rico Inc-San Sebastian,Associate,Graduate
9057.0,4902.0,8502.0,,,,,,,,,Escuela de Artes Plasticas y Diseno de Puerto Rico,Bachelor,Bachelor
6073.0,1600.0,1600.0,,,,,,,,,Instituto Tecnologico de Puerto Rico-Recinto de Manati,Associate,Associate
14229.0,8750.0,8750.0,,,,,,,,,Huertas College,Certificate,Bachelor
9960.0,6560.0,6560.0,,,,,,,,,Humacao Community College,Associate,Bachelor
15358.0,8664.0,8664.0,,,,,,,,,ICPR Junior College-Arecibo,Certificate,Associate
15988.0,8664.0,8664.0,,,,,,,,,ICPR Junior College-Mayaguez,Certificate,Associate
11845.0,3608.0,3608.0,,,,,,,,,Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Associate,Associate
4451.0,1180.0,1180.0,,,,,,,,,Instituto Tecnologico de Puerto Rico-Recinto de San Juan,Associate,Associate
16380.0,5780.0,5780.0,,,,,,,,,Inter American University of Puerto Rico-San German,Bachelor,Graduate
16057.0,5742.0,5742.0,,,,,,,,,Inter American University of Puerto Rico-Aguadilla,Bachelor,Graduate
16625.0,5780.0,5780.0,,,,,,,,,Inter American University of Puerto Rico-Arecibo,Bachelor,Graduate
16051.0,5742.0,5742.0,,,,,,,,,Inter American University of Puerto Rico-Barranquitas,Bachelor,Graduate
16837.0,5780.0,5780.0,,,,,,,,,Inter American University of Puerto Rico-Metro,Bachelor,Graduate
