latest.cost.attendance.academic_year,latest.cost.tuition.in_state,latest.cost.tuition.out_of_state,latest.admissions.sat_scores.25th_percentile.critical_reading,latest.admissions.sat_scores.25th_percentile.math,latest.admissions.sat_scores.75th_percentile.critical_reading,latest.admissions.sat_scores.75th_percentile.math,latest.admissions.sat_scores.average.overall,latest.admissions.act_scores.25th_percentile.cumulative,latest.admissions.act_scores.75th_percentile.cumulative,latest.admissions.act_scores.midpoint.cumulative,school.name,school.degrees_awarded.predominant,school.degrees_awarded.highest
10822.0,4440.0,7440.0,,,,,,,,,Danville Area Community College,Associate,Associate
63052.0,45999.0,45999.0,580.0,560.0,670.0,660.0,1262.0,25.0,31.0,,DePaul University,Bachelor,Graduate
15554.0,4560.0,12750.0,,,,,,,,,College of DuPage,Associate,Associate
32606.0,25395.0,25395.0,,,,,,,,,East-West University,Bachelor,Bachelor
26996.0,13679.0,16217.0,460.0,420.0,560.0,530.0,1000.0,,,20.0,Eastern Illinois University,Bachelor,Graduate
10408.0,3252.0,9516.0,,,,,,,,,Elgin Community College,Certificate,Associate
54679.0,42955.0,42955.0,510.0,480.0,640.0,620.0,1151.0,23.0,30.0,26.0,Elmhurst University,Bachelor,Graduate
39578.0,29096.0,29096.0,,,,,,,,20.0,Eureka College,Bachelor,Bachelor
22971.0,17670.0,17670.0,,,,,,,,,Fox College,Associate,Associate
24227.0,12004.0,12004.0,,,,,,,,19.0,Governors State University,Bachelor,Graduate
26391.0,8417.0,8417.0,,,,,,,,,Graham Hospital School of Nursing,Certificate,Certificate
45091.0,32200.0,32200.0,406.0,365.0,615.0,615.0,1038.0,16.0,28.0,18.0,Greenville University,Bachelor,Graduate
35559.0,15150.0,15150.0,,,,,,,,,Hebrew Theological College,Bachelor,Bachelor
13161.0,4936.0,7360.0,,,,,,,,,Highland Community College,Certificate,Associate
27521.0,14338.0,29884.0,570.0,560.0,670.0,680.0,1250.0,25.0,31.0,27.0,University of Illinois Chicago,Bachelor,Graduate
46713.0,35940.0,35940.0,,,,,,,,24.0,Benedictine University,Bachelor,Graduate
33642.0,16004.0,35124.0,650.0,660.0,740.0,780.0,1440.0,30.0,34.0,32.0,University of Illinois Urbana-Champaign,Bachelor,Graduate
70700.0,57704.0,57704.0,550.0,570.0,670.0,670.0,1275.0,25.0,30.0,27.0,Illinois Wesleyan University,Bachelor,Bachelor
18938.0,4800.0,12150.0,,,,,,,,,Illinois Central College,Certificate,Associate
48955.0,38676.0,38676.0,450.0,433.0,590.0,590.0,1064.0,19.0,26.0,21.0,Illinois College,Bachelor,Graduate
17333.0,5260.0,12460.0,,,,,,,,,Illinois Eastern Community Colleges,Certificate,Associate
68164.0,52386.0,52386.0,590.0,590.0,720.0,720.0,1311.0,26.0,32.0,29.0,Illinois Institute of Technology,Bachelor,Graduate
34309.0,16144.0,28210.0,500.0,490.0,620.0,590.0,1113.0,21.0,27.0,24.0,Illinois State University,Bachelor,Graduate
11067.0,4200.0,16385.0,,,,,,,,,Illinois Valley Community College,Certificate,Associate
13596.0,4630.0,7540.0,,,,,,,,,John A Logan College,Associate,Associate
15845.0,5700.0,9300.0,,,,,,,,,John Wood Community College,Associate,Associate
9452.0,4530.0,13800.0,,,,,,,,,Joliet Junior College,Certificate,Associate
43137.0,31360.0,31360.0,423.0,393.0,550.0,568.0,1039.0,16.0,24.0,22.0,Judson University,Bachelor,Graduate
11612.0,5220.0,25830.0,,,,,,,,,Kankakee Community College,Certificate,Associate
11819.0,4800.0,12570.0,,,,,,,,,Kaskaskia College,Certificate,Associate
13901.0,4560.0,13680.0,,,,,,,,,Kishwaukee College,Certificate,Associate
68134.0,57903.0,57903.0,600.0,580.0,680.0,760.0,1326.0,21.0,32.0,28.0,Knox College,Bachelor,Bachelor
12694.0,4788.0,14400.0,,,,,,,,,College of Lake County,Certificate,Associate
70655.0,56402.0,56402.0,600.0,590.0,713.0,680.0,1343.0,28.0,32.0,29.0,Lake Forest College,Bachelor,Graduate
10276.0,4415.0,14301.0,,,,,,,,,Lake Land College,Certificate,Associate
9592.0,4340.0,7840.0,,,,,,,,,Lewis and Clark Community College,Certificate,Associate
47313.0,39200.0,39200.0,490.0,470.0,600.0,610.0,1096.0,20.0,27.0,23.0,Lewis University,Bachelor,Graduate
12379.0,3744.0,10464.0,,,,,,,,,Lincoln Land Community College,Certificate,Associate
67408.0,53710.0,53710.0,600.0,570.0,690.0,670.0,1297.0,27.0,32.0,30.0,Loyola University Chicago,Bachelor,Graduate
25660.0,12700.0,12700.0,,,,,,,,,Generations College,Associate,Associate
12345.0,4162.0,14399.0,,,,,,,,,McHenry County College,Certificate,Associate
48845.0,34740.0,34740.0,,,,,,,,,McKendree University,Bachelor,Graduate
46874.0,18008.0,18008.0,,,,,,,,,Methodist College,Bachelor,Graduate
57475.0,26892.0,26892.0,440.0,420.0,570.0,560.0,1034.0,18.0,25.0,23.0,Millikin University,Bachelor,Graduate
57157.0,44922.0,44922.0,500.0,500.0,620.0,590.0,1128.0,20.0,27.0,26.0,Monmouth College,Bachelor,Bachelor
34327.0,15786.0,15786.0,,,,,,,,,Moody Bible Institute,Bachelor,Graduate
13971.0,3822.0,9846.0,,,,,,,,,Moraine Valley Community College,Certificate,Associate
30436.0,20355.0,20355.0,,,,,,,,,Morrison Institute of Technology,Associate,Associate
12801.0,5502.0,12414.0,,,,,,,,,Morton College,Associate,Associate
24154.0,12705.0,12705.0,,,,,,,,,National Louis University,Bachelor,Graduate
57219.0,45726.0,45726.0,530.0,525.0,650.0,660.0,1213.0,24.0,29.0,25.0,North Central College,Bachelor,Graduate
44172.0,36710.0,36710.0,,,,,,,,23.0,North Park University,Bachelor,Graduate
28851.0,13248.0,13248.0,,,,,,,,,Northern Illinois University,Bachelor,Graduate
91250.0,68322.0,68322.0,740.0,770.0,770.0,800.0,1533.0,33.0,35.0,35.0,Northwestern University,Bachelor,Graduate
26960.0,12383.0,22726.0,,,,,,,,,Northeastern Illinois University,Bachelor,Graduate
11431.0,3985.0,12462.0,,,,,,,,,Oakton College,Certificate,Associate
51981.0,38900.0,38900.0,490.0,460.0,620.0,600.0,1117.0,19.0,26.0,23.0,Olivet Nazarene University,Bachelor,Graduate
14995.0,4284.0,13266.0,,,,,,,,,Parkland College,Certificate,Associate
13908.0,4176.0,11064.0,,,,,,,,,Prairie State College,Certificate,Associate
50091.0,37140.0,37140.0,490.0,510.0,600.0,600.0,1098.0,20.0,25.0,24.0,Quincy University,Bachelor,Graduate
16731.0,4500.0,7800.0,,,,,,,,,Rend Lake College,Certificate,Associate
11483.0,4680.0,17070.0,,,,,,,,,Richland Community College,Certificate,Associate
11920.0,4334.0,7379.0,,,,,,,,,Rock Valley College,Associate,Associate
49169.0,37780.0,37780.0,450.0,400.0,535.0,535.0,956.0,17.0,23.0,21.0,Rockford University,Bachelor,Graduate
35332.0,21315.0,21315.0,465.0,430.0,600.0,575.0,1011.0,18.0,26.0,24.0,Roosevelt University,Bachelor,Graduate
43891.0,38978.0,38978.0,460.0,420.0,560.0,540.0,1002.0,16.0,26.0,25.0,Dominican University,Bachelor,Graduate
46239.0,38110.0,38110.0,520.0,510.0,610.0,610.0,1141.0,20.0,32.0,23.0,University of St Francis,Bachelor,Graduate
43244.0,37940.0,37940.0,,,,,,,,,Saint Xavier University,Bachelor,Graduate
25521.0,12252.0,22017.0,480.0,460.0,610.0,590.0,1102.0,21.0,27.0,24.0,University of Illinois Springfield,Bachelor,Graduate
15273.0,5340.0,12900.0,,,,,,,,,Sauk Valley Community College,Certificate,Associate
13497.0,4650.0,7500.0,,,,,,,,,Shawnee Community College,Certificate,Associate
23043.0,13688.0,13688.0,,,,,,,,,St. Augustine College,Associate,Bachelor
16113.0,4560.0,6780.0,,,,,,,,,Southeastern Illinois College,Certificate,Associate
12217.0,6090.0,13500.0,,,,,,,,,Spoon River College,Certificate,Associate
28329.0,13334.0,13334.0,470.0,430.0,590.0,570.0,1055.0,18.0,25.0,24.0,Southern Illinois University-Carbondale,Bachelor,Graduate
28919.0,12922.0,12922.0,490.0,460.0,600.0,590.0,1100.0,20.0,27.0,23.0,Southern Illinois University Edwardsville,Bachelor,Graduate
22775.0,12000.0,12000.0,,,,,,,,,Taylor Business Institute,Associate,Associate
23300.0,15000.0,15000.0,,,,,,,,,Telshe Yeshiva-Chicago,Bachelor,Bachelor
10834.0,5093.0,12683.0,,,,,,,,,South Suburban College,Associate,Associate
35012.0,20605.0,20605.0,510.0,540.0,660.0,660.0,1157.0,20.0,25.0,24.0,Trinity Christian College,Bachelor,Graduate
16515.0,12320.0,12320.0,,,,,,,,18.0,Trinity International University-Illinois,Bachelor,Graduate
12235.0,5070.0,15330.0,,,,,,,,,Triton College,Certificate,Associate
44613.0,30910.0,30910.0,,,,,,,,,VanderCook College of Music,Bachelor,Graduate
19336.0,3504.0,10477.0,,,,,,,,,Waubonsee Community College,Associate,Associate
28254.0,15264.0,15264.0,,,,,,,,,Western Illinois University,Bachelor,Graduate
59263.0,45546.0,45546.0,650.0,610.0,740.0,730.0,1380.0,28.0,32.0,30.0,Wheaton College,Bachelor,Graduate
19288.0,3894.0,11874.0,,,,,,,,,William Rainey Harper College,Certificate,Associate
51585.0,37240.0,37240.0,450.0,450.0,580.0,570.0,1035.0,17.0,24.0,22.0,Anderson University,Bachelor,Graduate
26146.0,11082.0,29630.0,550.0,530.0,640.0,620.0,1160.0,20.0,24.0,24.0,Ball State University,Bachelor,Graduate
43885.0,34600.0,34600.0,460.0,440.0,580.0,570.0,1014.0,16.0,24.0,,Bethel University,Bachelor,Graduate
65970.0,47560.0,47560.0,590.0,570.0,680.0,670.0,1274.0,26.0,31.0,28.0,Butler University,Bachelor,Graduate
32968.0,23850.0,23850.0,,,,,,,,,Calumet College of Saint Joseph,Bachelor,Graduate
43083.0,10080.0,10080.0,,,,,,,,,College of Court Reporting Inc,Certificate,Associate
74320.0,59070.0,59070.0,600.0,600.0,690.0,720.0,1340.0,28.0,32.0,28.0,DePauw University,Bachelor,Bachelor
67684.0,53930.0,53930.0,570.0,540.0,660.0,630.0,1219.0,24.0,33.0,28.0,Earlham College,Bachelor,Graduate
57451.0,44172.0,44172.0,,,,,,,,26.0,University of Evansville,Bachelor,Graduate
54178.0,38710.0,38710.0,540.0,520.0,620.0,620.0,1145.0,20.0,26.0,23.0,Franklin College,Bachelor,Graduate
48449.0,38890.0,38890.0,440.0,440.0,550.0,560.0,950.0,,,27.0,Goshen College,Bachelor,Graduate
41838.0,31200.0,31200.0,510.0,490.0,610.0,590.0,1119.0,21.0,27.0,23.0,Grace College and Theological Seminary,Bachelor,Graduate
58821.0,44638.0,44638.0,560.0,550.0,650.0,630.0,1201.0,23.0,29.0,28.0,Hanover College,Bachelor,Bachelor
50881.0,36600.0,36600.0,,,,,,,,31.0,Holy Cross College,Bachelor,Bachelor
42157.0,31870.0,31870.0,470.0,460.0,580.0,570.0,1052.0,18.0,26.0,22.0,Huntington University,Bachelor,Graduate
15370.0,5154.0,9935.0,,,,,,,,,Ivy Tech Community College,Certificate,Associate
22183.0,9532.0,22887.0,490.0,480.0,610.0,610.0,1100.0,22.0,29.0,23.0,Purdue University Fort Wayne,Bachelor,Graduate
23316.0,10762.0,34891.0,520.0,510.0,630.0,610.0,1139.0,21.0,29.0,25.0,Indiana University-Indianapolis,Bachelor,Graduate
52590.0,37200.0,37200.0,,,,,,,,,University of Indianapolis,Bachelor,Graduate
45879.0,31361.0,31361.0,,,,,,,,,Indiana Institute of Technology,Bachelor,Graduate
22383.0,10066.0,22907.0,520.0,510.0,620.0,620.0,1141.0,21.0,27.0,24.0,University of Southern Indiana,Certificate,Graduate
24535.0,10258.0,22322.0,,,,,,,,,Indiana State University,Bachelor,Graduate
11837.0,8424.0,22811.0,490.0,470.0,580.0,570.0,1065.0,21.0,27.0,23.0,Indiana University-Kokomo,Bachelor,Graduate
17364.0,8424.0,22811.0,480.0,470.0,610.0,580.0,1081.0,21.0,23.0,21.0,Indiana University-South Bend,Bachelor,Graduate
28801.0,12144.0,41891.0,590.0,580.0,690.0,710.0,1313.0,27.0,33.0,29.0,Indiana University-Bloomington,Bachelor,Graduate
13989.0,8424.0,22811.0,460.0,450.0,600.0,580.0,1055.0,18.0,26.0,22.0,Indiana University-Northwest,Bachelor,Graduate
16411.0,8424.0,22811.0,490.0,480.0,610.0,570.0,1072.0,20.0,25.0,23.0,Indiana University-Southeast,Bachelor,Graduate
16954.0,8424.0,22811.0,490.0,470.0,600.0,570.0,1061.0,19.0,24.0,22.0,Indiana University-East,Bachelor,Graduate
23846.0,17170.0,17170.0,,,,,,,,,International Business College-Indianapolis,Associate,Associate
49993.0,37135.0,37135.0,,,,,,,,,Manchester University,Bachelor,Graduate
56258.0,40664.0,40664.0,,,,,,,,,Marian University,Bachelor,Graduate
44776.0,32352.0,32352.0,480.0,480.0,600.0,580.0,1082.0,19.0,28.0,23.0,Indiana Wesleyan University-Marion,Bachelor,Graduate
23152.0,13200.0,13200.0,,,,,,,,,Martin University,Bachelor,Graduate
35453.0,19000.0,19000.0,,,,,,,,,Mid-America College of Funeral Service,Associate,Bachelor
83271.0,65025.0,65025.0,720.0,735.0,770.0,790.0,1520.0,33.0,35.0,34.0,University of Notre Dame,Bachelor,Graduate
42441.0,27900.0,27900.0,,,,,,,,19.0,Oakland City University,Bachelor,Graduate
77890.0,58649.0,58649.0,650.0,670.0,730.0,770.0,1427.0,29.0,34.0,31.0,Rose-Hulman Institute of Technology,Bachelor,Graduate
47223.0,36460.0,36460.0,440.0,430.0,540.0,530.0,981.0,17.0,24.0,22.0,University of Saint Francis-Fort Wayne,Bachelor,Graduate
49512.0,35270.0,35270.0,,,,,,,,20.0,Saint Mary-of-the-Woods College,Bachelor,Graduate
66478.0,53230.0,53230.0,580.0,550.0,680.0,645.0,1246.0,26.0,30.0,26.0,Saint Mary's College,Bachelor,Graduate
32407.0,20208.0,20208.0,,,,,,,,,Saint Elizabeth School of Nursing,Certificate,Certificate
53405.0,40490.0,40490.0,540.0,530.0,670.0,660.0,1220.0,24.0,31.0,,Taylor University,Bachelor,Graduate
51109.0,36560.0,36560.0,,,,,,,,25.0,Trine University,Bachelor,Graduate
58437.0,48450.0,48450.0,540.0,520.0,640.0,640.0,1178.0,23.0,31.0,,Valparaiso University,Bachelor,Graduate
21310.0,7126.0,16858.0,,,,,,,,,Vincennes University,Certificate,Bachelor
65144.0,50800.0,50800.0,520.0,540.0,620.0,650.0,1180.0,23.0,28.0,26.0,Wabash College,Bachelor,Bachelor
51493.0,36956.0,36956.0,,,,,,,,,Briar Cliff University,Bachelor,Graduate
54222.0,41798.0,41798.0,,,,,1120.0,19.0,26.0,22.0,Buena Vista University,Bachelor,Graduate
37773.0,20988.0,20988.0,528.0,528.0,560.0,560.0,1147.0,20.0,26.0,22.0,Central College,Bachelor,Bachelor
55782.0,40910.0,40910.0,430.0,470.0,570.0,590.0,1054.0,16.0,24.0,21.0,Clarke University,Bachelor,Graduate
67372.0,54666.0,54666.0,540.0,530.0,640.0,650.0,1223.0,23.0,29.0,,Coe College,Bachelor,Bachelor
66249.0,52660.0,52660.0,575.0,545.0,655.0,630.0,1234.0,23.0,30.0,27.0,Cornell College,Bachelor,Graduate
16204.0,5790.0,6690.0,,,,,,,,,Des Moines Area Community College,Certificate,Associate
51733.0,37050.0,37050.0,540.0,530.0,670.0,660.0,1221.0,21.0,29.0,25.0,Dordt University,Bachelor,Graduate
64835.0,52130.0,52130.0,580.0,530.0,680.0,670.0,1292.0,24.0,29.0,28.0,Drake University,Bachelor,Graduate
53806.0,42095.0,42095.0,490.0,490.0,610.0,610.0,1110.0,18.0,24.0,,University of Dubuque,Bachelor,Graduate
18804.0,5496.0,6504.0,,,,,,,,,Ellsworth Community College,Associate,Associate
30971.0,20800.0,20800.0,570.0,550.0,690.0,630.0,1161.0,21.0,30.0,22.0,Emmaus Bible College,Certificate,Bachelor
19170.0,4848.0,6456.0,,,,,,,,,Eastern Iowa Community College District,Associate,Associate
32722.0,20270.0,20270.0,500.0,490.0,610.0,580.0,1109.0,19.0,26.0,24.0,Faith Baptist Bible College and Theological Seminary,Bachelor,Graduate
48294.0,20950.0,20950.0,,,,,,,,20.0,Graceland University-Lamoni,Bachelor,Graduate
48522.0,34762.0,34762.0,,,,,,,,20.0,Grand View University,Bachelor,Graduate
83440.0,68106.0,68106.0,700.0,710.0,750.0,790.0,1486.0,31.0,34.0,32.0,Grinnell College,Bachelor,Bachelor
30641.0,15600.0,15600.0,,,,,,,,,Orion Technical College,Certificate,Bachelor
14901.0,6525.0,6612.0,,,,,,,,,Hawkeye Community College,Associate,Associate
17791.0,5040.0,6120.0,,,,,,,,,Indian Hills Community College,Associate,Associate
15222.0,5496.0,7788.0,,,,,,,,,Iowa Central Community College,Associate,Associate
20120.0,7392.0,7872.0,,,,,,,,,Iowa Lakes Community College,Associate,Associate
24018.0,10787.0,28881.0,560.0,560.0,670.0,690.0,1204.0,21.0,28.0,25.0,Iowa State University,Bachelor,Graduate
18978.0,6930.0,7080.0,,,,,,,,,Iowa Western Community College,Certificate,Associate
28596.0,11283.0,33371.0,570.0,560.0,670.0,660.0,1200.0,21.0,28.0,26.0,University of Iowa,Bachelor,Graduate
15579.0,6176.0,8220.0,,,,,,,,,Kirkwood Community College,Associate,Associate
50537.0,39824.0,39824.0,,,,,,,,,Loras College,Bachelor,Graduate
65461.0,52120.0,52120.0,550.0,528.0,668.0,738.0,1218.0,22.0,29.0,26.0,Luther College,Bachelor,Bachelor
27892.0,16530.0,16530.0,,,,,,,,,Maharishi International University,Bachelor,Graduate
14425.0,5496.0,6504.0,,,,,,,,,Marshalltown Community College,Certificate,Associate
34398.0,17664.0,17664.0,,,,,980.0,16.0,21.0,20.0,Mercy College of Health Sciences,Bachelor,Bachelor
52577.0,39660.0,39660.0,,,,,,,,,Morningside University,Bachelor,Graduate
55054.0,40878.0,40878.0,,,,,,,,,Mount Mercy University,Bachelor,Graduate
37594.0,11960.0,11960.0,,,,,,,,,Ashford University,Bachelor,Graduate
17040.0,6653.0,9551.0,,,,,,,,,North Iowa Area Community College,Associate,Associate
22278.0,9936.0,21712.0,520.0,500.0,650.0,630.0,1122.0,19.0,26.0,23.0,University of Northern Iowa,Bachelor,Graduate
49783.0,36710.0,36710.0,,,,,,,,24.0,Northwestern College,Bachelor,Graduate
17838.0,6780.0,7770.0,,,,,,,,,Northeast Iowa Community College,Associate,Associate
20414.0,7350.0,7650.0,,,,,,,,,Northwest Iowa Community College,Certificate,Associate
51141.0,36658.0,36658.0,490.0,440.0,580.0,590.0,1093.0,20.0,25.0,24.0,Saint Ambrose University,Bachelor,Graduate
27647.0,24175.0,24175.0,,,,,980.0,17.0,23.0,,St Luke's College,Associate,Bachelor
61227.0,47656.0,47656.0,,,,,1440.0,31.0,33.0,24.0,Simpson College,Bachelor,Graduate
17371.0,6420.0,6570.0,,,,,,,,,Southeastern Community College,Certificate,Associate
16951.0,8064.0,8316.0,,,,,,,,,Southwestern Community College,Associate,Associate
34022.0,19475.0,19475.0,,,,,1090.0,17.0,23.0,21.0,Upper Iowa University,Bachelor,Graduate
39675.0,25978.0,25978.0,,,,,,,,,Waldorf University,Bachelor,Graduate
64359.0,26250.0,26250.0,470.0,460.0,620.0,580.0,1136.0,21.0,27.0,23.0,Wartburg College,Bachelor,Graduate
14894.0,5186.0,5330.0,,,,,,,,,Western Iowa Tech Community College,Certificate,Associate
42874.0,29750.0,29750.0,450.0,430.0,570.0,540.0,984.0,16.0,22.0,19.0,William Penn University,Bachelor,Graduate
14024.0,4260.0,4860.0,,,,,,,,,Allen County Community College,Associate,Associate
50918.0,35300.0,35300.0,,,,,,,,21.0,Baker University,Bachelor,Graduate
15356.0,3680.0,4960.0,,,,,,,,,Barton County Community College,Associate,Associate
52206.0,36350.0,36350.0,570.0,570.0,690.0,690.0,1252.0,22.0,29.0,26.0,Benedictine College,Bachelor,Graduate
53738.0,33000.0,33000.0,,,,,,,,20.0,Bethany College,Bachelor,Bachelor
52193.0,35014.0,35014.0,,,,,,,,22.0,Bethel College-North Newton,Bachelor,Bachelor
21295.0,3541.0,6271.0,,,,,,,,,Butler Community College,Associate,Associate
33327.0,21000.0,21000.0,,,,,,,,,Central Christian College of Kansas,Bachelor,Graduate
17584.0,3540.0,4500.0,,,,,,,,,Cloud County Community College,Certificate,Associate
11863.0,3600.0,4680.0,,,,,,,,,Coffeyville Community College,Associate,Associate
13160.0,4140.0,5830.0,,,,,,,,,Colby Community College,Certificate,Associate
13534.0,4800.0,6600.0,,,,,,,,,Cowley County Community College,Certificate,Associate
10189.0,4650.0,5850.0,,,,,,,,,Dodge City Community College,Certificate,Associate
21659.0,10440.0,10440.0,,,,,,,,,Donnelly College,Associate,Bachelor
21967.0,7106.0,15419.0,,,,,1120.0,18.0,24.0,,Emporia State University,Bachelor,Graduate
20965.0,6400.0,6400.0,,,,,,,,,Flint Hills Technical College,Certificate,Associate
19909.0,5923.0,17741.0,500.0,470.0,580.0,560.0,1089.0,18.0,24.0,,Fort Hays State University,Bachelor,Graduate
42890.0,24590.0,24590.0,,,,,,,,,Barclay College,Bachelor,Graduate
50482.0,34192.0,34192.0,500.0,460.0,530.0,560.0,1080.0,15.0,28.0,21.0,Friends University,Bachelor,Graduate
12669.0,3390.0,3840.0,,,,,,,,,Fort Scott Community College,Certificate,Associate
15071.0,3690.0,4320.0,,,,,,,,,Garden City Community College,Certificate,Associate
9581.0,600.0,600.0,,,,,,,,,Haskell Indian Nations University,Associate,Bachelor
47450.0,32936.0,32936.0,,,,,,,,,Hesston College,Associate,Bachelor
17914.0,4080.0,4080.0,,,,,,,,,Highland Community College,Certificate,Associate
14858.0,3540.0,4770.0,,,,,,,,,Hutchinson Community College,Certificate,Associate
8824.0,4560.0,4950.0,,,,,,,,,Independence Community College,Associate,Associate
19785.0,2424.0,5688.0,,,,,,,,,Johnson County Community College,Associate,Associate
19855.0,3210.0,6945.0,,,,,,,,,Kansas City Kansas Community College,Certificate,Associate
20997.0,11720.0,11720.0,,,,,,,,,Kansas Christian College,Bachelor,Bachelor
26751.0,12102.0,30432.0,540.0,530.0,650.0,650.0,1190.0,20.0,28.0,25.0,University of Kansas,Bachelor,Graduate
46489.0,35500.0,35500.0,,,,,,,,21.0,Newman University,Bachelor,Graduate
27402.0,11221.0,28568.0,550.0,510.0,640.0,620.0,1151.0,20.0,27.0,,Kansas State University,Bachelor,Graduate
47437.0,34630.0,34630.0,,,,,,,,,Kansas Wesleyan University,Bachelor,Graduate
14251.0,8880.0,8880.0,,,,,,,,,Washburn Institute of Technology,Certificate,Certificate
13364.0,4064.0,4864.0,,,,,,,,,Labette Community College,Associate,Associate
19407.0,9844.0,9844.0,,,,,,,,,Manhattan Area Technical College,Certificate,Associate
34466.0,19126.0,19126.0,,,,,1020.0,18.0,24.0,22.0,Manhattan Christian College,Bachelor,Bachelor
50611.0,37310.0,37310.0,470.0,490.0,620.0,580.0,1058.0,18.0,23.0,,McPherson College,Bachelor,Graduate
57355.0,37174.0,37174.0,460.0,490.0,540.0,550.0,1048.0,17.0,23.0,20.0,MidAmerica Nazarene University,Bachelor,Graduate
16790.0,5780.0,5780.0,,,,,,,,,Neosho County Community College,Certificate,Associate
21454.0,7350.0,7350.0,,,,,,,,,Fort Hays Tech North Central,Certificate,Associate
51856.0,35880.0,35880.0,420.0,330.0,500.0,500.0,1000.0,16.0,22.0,18.0,Ottawa University-Ottawa,Bachelor,Graduate
22099.0,8400.0,19744.0,,,,,1050.0,17.0,24.0,21.0,Pittsburg State University,Associate,Graduate
19780.0,4256.0,4936.0,,,,,,,,,Pratt Community College,Certificate,Associate
48728.0,35380.0,35380.0,378.0,428.0,518.0,510.0,1029.0,17.0,24.0,,University of Saint Mary,Bachelor,Graduate
14642.0,7128.0,7128.0,,,,,,,,,Salina Area Technical College,Certificate,Associate
12629.0,4032.0,5408.0,,,,,,,,,Seward County Community College,Certificate,Associate
58432.0,39822.0,39822.0,,,,,,,,19.0,Southwestern College,Bachelor,Graduate
47185.0,33700.0,33700.0,,,,,,,,22.0,Sterling College,Bachelor,Graduate
50350.0,36200.0,36200.0,,,,,,,,,Tabor College,Bachelor,Graduate
21512.0,9945.0,20949.0,,,,,,,,,Washburn University,Bachelor,Graduate
17592.0,7238.0,7238.0,,,,,,,,,Wichita State University-Campus of Applied Sciences and Technology,Certificate,Associate
21780.0,9684.0,19869.0,470.0,435.0,610.0,630.0,1092.0,17.0,25.0,23.0,Wichita State University,Bachelor,Graduate
31200.0,13960.0,13960.0,380.0,330.0,500.0,460.0,1015.0,16.0,22.0,20.0,Alice Lloyd College,Bachelor,Bachelor
47459.0,33640.0,33640.0,,,,,,,,,Asbury University,Bachelor,Graduate
14374.0,4728.0,6432.0,,,,,,,,,Ashland Community and Technical College,Certificate,Associate
61691.0,48770.0,48770.0,510.0,520.0,630.0,620.0,1210.0,23.0,28.0,24.0,Bellarmine University,Bachelor,Graduate
60718.0,51658.0,51658.0,588.0,568.0,680.0,655.0,1249.0,23.0,28.0,26.0,Berea College,Bachelor,Bachelor
13993.0,4728.0,6432.0,,,,,,,,,Southcentral Kentucky Community and Technical College,Certificate,Associate
44328.0,31550.0,31550.0,,,,,,,,22.0,Brescia University,Bachelor,Graduate
42603.0,27998.0,27998.0,,,,,,,,,Campbellsville University,Bachelor,Graduate
13902.0,4808.0,6512.0,,,,,,,,,Bluegrass Community and Technical College,Certificate,Associate
67787.0,52820.0,52820.0,590.0,570.0,720.0,730.0,1352.0,25.0,32.0,30.0,Centre College,Bachelor,Bachelor
21040.0,10720.0,10720.0,,,,,,,,,Clear Creek Baptist Bible College,Bachelor,Graduate
25567.0,9875.0,9875.0,,,,,,,,21.0,University of the Cumberlands,Bachelor,Graduate
23735.0,10320.0,21230.0,440.0,440.0,530.0,550.0,1149.0,19.0,25.0,21.0,Eastern Kentucky University,Bachelor,Graduate
14212.0,4728.0,6432.0,,,,,,,,,Elizabethtown Community and Technical College,Certificate,Associate
56886.0,42840.0,42840.0,500.0,460.0,590.0,570.0,1138.0,20.0,25.0,,Georgetown College,Bachelor,Graduate
12520.0,4728.0,6432.0,,,,,,,,,Hazard Community and Technical College,Certificate,Associate
13540.0,4728.0,6432.0,,,,,,,,,Henderson Community College,Certificate,Associate
14469.0,4728.0,6432.0,,,,,,,,,Hopkinsville Community College,Certificate,Associate
14457.0,4808.0,6512.0,,,,,,,,,Jefferson Community and Technical College,Certificate,Associate
25356.0,12456.0,12456.0,,,,,,,,,American National University-Pikeville,Associate,Graduate
16603.0,10360.0,10360.0,505.0,443.0,598.0,528.0,1080.0,17.0,25.0,23.0,Kentucky Mountain Bible College,Associate,Bachelor
21727.0,9387.0,13658.0,,,,,870.0,14.0,17.0,,Kentucky State University,Bachelor,Graduate
46203.0,34673.0,34673.0,440.0,450.0,560.0,570.0,1044.0,16.0,23.0,22.0,Kentucky Wesleyan College,Bachelor,Bachelor
34391.0,13502.0,34140.0,540.0,530.0,650.0,640.0,1215.0,21.0,28.0,26.0,University of Kentucky,Bachelor,Graduate
40168.0,26625.0,26625.0,,,,,1090.0,18.0,24.0,19.0,Kentucky Christian University,Bachelor,Graduate
40879.0,27808.0,27808.0,,,,,,,,,Lindsey Wilson College,Bachelor,Graduate
32941.0,13136.0,29482.0,530.0,510.0,640.0,630.0,1150.0,19.0,27.0,24.0,University of Louisville,Bachelor,Graduate
13911.0,4728.0,6432.0,,,,,,,,,Madisonville Community College,Certificate,Associate
13222.0,4728.0,6432.0,,,,,,,,,Maysville Community and Technical College,Certificate,Associate
48805.0,27220.0,27220.0,570.0,530.0,590.0,580.0,1122.0,20.0,25.0,22.0,Midway University,Bachelor,Graduate
